Infotrol,
16:22:10,viernes, 22 de enero de 2021,

,,,%Anode d1-5%,,,

,VP,VP,VP,                    ,VP,VP
,00108 RSSI          ,00108 Inc_m         ,00108 Inc_max       ,                    ,00108 Num_Pkt       ,00108 Ianode        
22/01 14:42:38,-31,0,0,                    ,606,-37.51
22/01 14:42:39,-24,0,0,                    ,607,-37.51
22/01 14:42:40,-24,0,0,                    ,607,-37.51
22/01 14:42:41,-24,0,0,                    ,607,-29.04
22/01 14:42:42,-24,0,0,                    ,607,-29.04
22/01 14:42:43,-24,0,0,                    ,607,-29.04
22/01 14:42:44,-24,0,0,                    ,607,-29.04
22/01 14:42:45,-24,0,0,                    ,607,-29.04
22/01 14:42:46,-24,0,0,                    ,607,-29.04
22/01 14:42:47,-33,0,0,                    ,609,-29.04
22/01 14:42:48,-33,0,0,                    ,609,-39.93
22/01 14:42:49,-33,0,0,                    ,609,-39.93
22/01 14:42:50,-33,0,0,                    ,609,-39.93
22/01 14:42:51,-33,0,0,                    ,609,-39.93
22/01 14:42:52,-33,0,0,                    ,611,-39.93
22/01 14:42:53,-33,0,0,                    ,611,-39.93
22/01 14:42:54,-32,0,0,                    ,612,-39.93
22/01 14:42:55,-32,0,0,                    ,612,-39.93
22/01 14:42:56,-32,0,0,                    ,612,-38.72
22/01 14:42:57,-32,0,0,                    ,612,-38.72
22/01 14:42:58,-22,0,0,                    ,614,-38.72
22/01 14:42:59,-22,0,0,                    ,614,-38.72
22/01 14:43:00,-22,0,0,                    ,614,-26.62
22/01 14:43:01,-22,0,0,                    ,614,-26.62
22/01 14:43:02,-22,0,0,                    ,614,-26.62
22/01 14:43:03,-32,0,0,                    ,616,-26.62
22/01 14:43:04,-32,0,0,                    ,616,-38.72
22/01 14:43:05,-22,0,0,                    ,617,-38.72
22/01 14:43:06,-22,0,0,                    ,617,-38.72
22/01 14:43:07,-22,0,0,                    ,617,-26.62
22/01 14:43:08,-22,0,0,                    ,617,-26.62
22/01 14:43:09,-22,0,0,                    ,619,-26.62
22/01 14:43:11,-22,0,0,                    ,619,-26.62
22/01 14:43:12,-22,0,0,                    ,619,-26.62
22/01 14:43:13,-32,0,0,                    ,620,-26.62
22/01 14:43:14,-32,0,0,                    ,620,-38.72
22/01 14:43:15,-32,0,0,                    ,620,-38.72
22/01 14:43:16,-32,0,0,                    ,620,-38.72
22/01 14:43:17,-22,0,0,                    ,622,-38.72
22/01 14:43:18,-22,0,0,                    ,622,-38.72
22/01 14:43:19,-22,0,0,                    ,622,-26.62
22/01 14:43:20,-22,0,0,                    ,622,-26.62
22/01 14:43:21,-22,0,0,                    ,622,-26.62
22/01 14:43:22,-22,0,0,                    ,622,-26.62
22/01 14:43:23,-22,0,0,                    ,622,-26.62
22/01 14:43:24,-24,0,0,                    ,624,-26.62
22/01 14:43:25,-24,0,0,                    ,624,-26.62
22/01 14:43:26,-24,0,0,                    ,624,-29.04
22/01 14:43:27,-32,0,0,                    ,625,-29.04
22/01 14:43:28,-32,0,0,                    ,625,-38.72
22/01 14:43:29,-32,0,0,                    ,625,-38.72
22/01 14:43:30,-32,0,0,                    ,625,-38.72
22/01 14:43:31,-22,0,0,                    ,627,-38.72
22/01 14:43:32,-22,0,0,                    ,627,-38.72
22/01 14:43:33,-22,0,0,                    ,627,-26.62
22/01 14:43:34,-22,0,0,                    ,627,-26.62
22/01 14:43:35,-22,0,0,                    ,627,-26.62
22/01 14:43:36,-32,0,0,                    ,629,-26.62
22/01 14:43:37,-32,0,0,                    ,629,-38.72
22/01 14:43:38,-22,0,0,                    ,630,-38.72
22/01 14:43:39,-22,0,0,                    ,630,-38.72
22/01 14:43:40,-22,0,0,                    ,630,-26.62
22/01 14:43:41,-22,0,0,                    ,630,-26.62
22/01 14:43:42,-22,0,0,                    ,632,-26.62
22/01 14:43:43,-22,0,0,                    ,632,-26.62
22/01 14:43:44,-22,0,0,                    ,632,-26.62
22/01 14:43:45,-22,0,0,                    ,632,-26.62
22/01 14:43:46,-22,0,0,                    ,632,-26.62
22/01 14:43:47,-22,0,0,                    ,632,-26.62
22/01 14:43:48,-22,0,0,                    ,632,-26.62
22/01 14:43:49,-22,0,0,                    ,634,-26.62
22/01 14:43:50,-22,0,0,                    ,634,-26.62
22/01 14:43:51,-22,0,0,                    ,635,-26.62
22/01 14:43:52,-22,0,0,                    ,635,-26.62
22/01 14:43:53,-22,0,0,                    ,635,-26.62
22/01 14:43:54,-22,0,0,                    ,635,-26.62
22/01 14:43:55,-22,0,0,                    ,635,-26.62
22/01 14:43:56,-24,0,0,                    ,637,-26.62
22/01 14:43:57,-24,0,0,                    ,637,-26.62
22/01 14:43:58,-22,0,0,                    ,638,-29.04
22/01 14:43:59,-22,0,0,                    ,638,-29.04
22/01 14:44:00,-22,0,0,                    ,639,-26.62
22/01 14:44:01,-22,0,0,                    ,639,-26.62
22/01 14:44:02,-22,0,0,                    ,639,-26.62
22/01 14:44:03,-22,0,0,                    ,639,-26.62
22/01 14:44:04,-22,0,0,                    ,639,-26.62
22/01 14:44:05,-22,0,0,                    ,639,-26.62
22/01 14:44:06,-22,0,0,                    ,640,-26.62
22/01 14:44:08,-22,0,0,                    ,640,-26.62
22/01 14:44:09,-22,0,0,                    ,640,-26.62
22/01 14:44:10,-22,0,0,                    ,643,-26.62
22/01 14:44:11,-22,0,0,                    ,643,-26.62
22/01 14:44:12,-22,0,0,                    ,643,-26.62
22/01 14:44:13,-22,0,0,                    ,643,-26.62
22/01 14:44:14,-22,0,0,                    ,644,-26.62
22/01 14:44:15,-22,0,0,                    ,644,-26.62
22/01 14:44:16,-22,0,0,                    ,645,-26.62
22/01 14:44:17,-22,0,0,                    ,645,-26.62
22/01 14:44:18,-22,0,0,                    ,645,-26.62
22/01 14:44:19,-22,0,0,                    ,645,-26.62
22/01 14:44:20,-22,0,0,                    ,645,-26.62
22/01 14:44:21,-22,0,0,                    ,647,-26.62
22/01 14:44:22,-22,0,0,                    ,647,-26.62
22/01 14:44:23,-22,0,0,                    ,648,-26.62
22/01 14:44:24,-22,0,0,                    ,648,-26.62
22/01 14:44:25,-22,0,0,                    ,648,-26.62
22/01 14:44:26,-22,0,0,                    ,648,-26.62
22/01 14:44:27,-24,0,0,                    ,650,-26.62
22/01 14:44:28,-24,0,0,                    ,650,-26.62
22/01 14:44:29,-24,0,0,                    ,650,-29.04
22/01 14:44:30,-24,0,0,                    ,650,-29.04
22/01 14:44:31,-24,0,0,                    ,650,-29.04
22/01 14:44:32,-22,0,0,                    ,652,-29.04
22/01 14:44:33,-22,0,0,                    ,652,-29.04
22/01 14:44:34,-22,0,0,                    ,652,-26.62
22/01 14:44:35,-22,0,0,                    ,652,-26.62
22/01 14:44:36,-22,0,0,                    ,653,-26.62
22/01 14:44:37,-22,0,0,                    ,653,-26.62
22/01 14:44:38,-22,0,0,                    ,653,-26.62
22/01 14:44:39,-22,0,0,                    ,653,-26.62
22/01 14:44:40,-22,0,0,                    ,653,-26.62
22/01 14:44:42,-33,0,0,                    ,655,-26.62
22/01 14:44:42,-33,0,0,                    ,655,-26.62
22/01 14:44:44,-33,0,0,                    ,655,-39.93
22/01 14:44:45,-33,0,0,                    ,655,-39.93
22/01 14:44:46,-22,0,0,                    ,657,-39.93
22/01 14:44:47,-22,0,0,                    ,657,-39.93
22/01 14:44:48,-22,0,0,                    ,657,-26.62
22/01 14:44:49,-22,0,0,                    ,658,-26.62
22/01 14:44:50,-22,0,0,                    ,658,-26.62
22/01 14:44:51,-22,0,0,                    ,658,-26.62
22/01 14:44:52,-22,0,0,                    ,658,-26.62
22/01 14:44:53,-32,0,0,                    ,660,-26.62
22/01 14:44:54,-32,0,0,                    ,660,-26.62
22/01 14:44:55,-32,0,0,                    ,661,-38.72
22/01 14:44:56,-32,0,0,                    ,661,-38.72
22/01 14:44:57,-32,0,0,                    ,661,-38.72
22/01 14:44:58,-32,0,0,                    ,661,-38.72
22/01 14:44:59,-32,0,0,                    ,661,-38.72
22/01 14:45:00,-32,0,0,                    ,661,-38.72
22/01 14:45:01,-32,0,0,                    ,661,-38.72
22/01 14:45:02,-32,0,0,                    ,661,-38.72
22/01 14:45:03,-32,0,0,                    ,661,-38.72
22/01 14:45:04,-32,0,0,                    ,661,-38.72
22/01 14:45:05,-32,0,0,                    ,661,-38.72
22/01 14:45:06,-32,0,0,                    ,661,-38.72
22/01 14:45:07,-32,0,0,                    ,661,-38.72
22/01 14:45:08,-32,0,0,                    ,661,-38.72
22/01 14:45:09,-32,0,0,                    ,661,-38.72
22/01 14:45:10,-32,0,0,                    ,661,-38.72
22/01 14:45:11,-32,0,0,                    ,661,-38.72
22/01 14:45:12,-32,0,0,                    ,661,-38.72
22/01 14:45:13,-32,0,0,                    ,661,-38.72
22/01 14:45:14,-32,0,0,                    ,661,-38.72
22/01 14:45:15,-32,0,0,                    ,661,-38.72
22/01 14:45:16,-32,0,0,                    ,661,-38.72
22/01 14:45:17,-32,0,0,                    ,661,-38.72
22/01 14:45:18,-32,0,0,                    ,661,-38.72
22/01 14:45:19,-32,0,0,                    ,661,-38.72
22/01 14:45:20,-32,0,0,                    ,661,-38.72
22/01 14:45:21,-32,0,0,                    ,661,-38.72
22/01 14:45:22,-32,0,0,                    ,661,-38.72
22/01 14:45:23,-32,0,0,                    ,661,-38.72
22/01 14:45:24,-32,0,0,                    ,661,-38.72
22/01 14:45:25,-32,0,0,                    ,661,-38.72
22/01 14:45:26,-32,0,0,                    ,661,-38.72
22/01 14:45:27,-32,0,0,                    ,661,-38.72
22/01 14:45:28,-32,0,0,                    ,661,-38.72
22/01 14:45:29,-32,0,0,                    ,661,-38.72
22/01 14:45:30,-32,0,0,                    ,661,-38.72
22/01 14:45:31,-32,0,0,                    ,661,-38.72
22/01 14:45:32,-32,0,0,                    ,661,-38.72
22/01 14:45:33,-32,0,0,                    ,661,-38.72
22/01 14:45:34,-32,0,0,                    ,661,-38.72
22/01 14:45:35,-32,0,0,                    ,661,-38.72
22/01 14:45:36,-32,0,0,                    ,661,-38.72
22/01 14:45:37,-32,0,0,                    ,661,-38.72
22/01 14:45:38,-32,0,0,                    ,661,-38.72
22/01 14:45:39,-32,0,0,                    ,661,-38.72
22/01 14:45:40,-32,0,0,                    ,661,-38.72
22/01 14:45:41,-32,0,0,                    ,661,-38.72
22/01 14:45:42,-32,0,0,                    ,661,-38.72
22/01 14:45:43,-32,0,0,                    ,661,-38.72
22/01 14:45:44,-32,0,0,                    ,661,-38.72
22/01 14:45:45,-32,0,0,                    ,661,-38.72
22/01 14:45:46,-32,0,0,                    ,661,-38.72
22/01 14:45:47,-32,0,0,                    ,661,-38.72
22/01 14:45:48,-32,0,0,                    ,661,-38.72
22/01 14:45:49,-32,0,0,                    ,661,-38.72
22/01 14:45:50,-32,0,0,                    ,661,-38.72
22/01 14:45:51,-32,0,0,                    ,661,-38.72
22/01 14:45:52,-32,0,0,                    ,661,-38.72
22/01 14:45:53,-32,0,0,                    ,661,-38.72
22/01 14:45:54,-32,0,0,                    ,661,-38.72
22/01 14:45:56,-32,0,0,                    ,661,-38.72
22/01 14:45:57,-32,0,0,                    ,661,-38.72
22/01 14:45:58,-32,0,0,                    ,661,-38.72
22/01 14:45:59,-32,0,0,                    ,661,-38.72
22/01 14:46:00,-32,0,0,                    ,661,-38.72
22/01 14:46:01,-32,0,0,                    ,661,-38.72
22/01 14:46:02,-32,0,0,                    ,661,-38.72
22/01 14:46:03,-32,0,0,                    ,661,-38.72
22/01 14:46:04,-32,0,0,                    ,661,-38.72
22/01 14:46:05,-32,0,0,                    ,661,-38.72
22/01 14:46:06,-32,0,0,                    ,661,-38.72
22/01 14:46:07,-32,0,0,                    ,661,-38.72
22/01 14:46:08,-32,0,0,                    ,661,-38.72
22/01 14:46:09,-32,0,0,                    ,661,-38.72
22/01 14:46:10,-32,0,0,                    ,661,-38.72
22/01 14:46:11,-32,0,0,                    ,661,-38.72
22/01 14:46:12,-32,0,0,                    ,661,-38.72
22/01 14:46:13,-32,0,0,                    ,661,-38.72
22/01 14:46:14,-32,0,0,                    ,661,-38.72
22/01 14:46:15,-32,0,0,                    ,661,-38.72
22/01 14:46:16,-32,0,0,                    ,661,-38.72
22/01 14:46:17,-32,0,0,                    ,661,-38.72
22/01 14:46:18,-32,0,0,                    ,661,-38.72
22/01 14:46:19,-32,0,0,                    ,661,-38.72
22/01 14:46:20,-32,0,0,                    ,661,-38.72
22/01 14:46:21,-32,0,0,                    ,661,-38.72
22/01 14:46:22,-32,0,0,                    ,661,-38.72
22/01 14:46:23,-32,0,0,                    ,661,-38.72
22/01 14:46:24,-32,0,0,                    ,661,-38.72
22/01 14:46:25,-32,0,0,                    ,661,-38.72
22/01 14:46:26,-32,0,0,                    ,661,-38.72
22/01 14:46:27,-32,0,0,                    ,661,-38.72
22/01 14:46:28,-32,0,0,                    ,661,-38.72
22/01 14:46:29,-32,0,0,                    ,661,-38.72
22/01 14:46:31,-32,0,0,                    ,661,-38.72
22/01 14:46:32,-32,0,0,                    ,661,-38.72
22/01 14:46:33,-32,0,0,                    ,661,-38.72
22/01 14:46:34,-32,0,0,                    ,661,-38.72
22/01 14:46:35,-32,0,0,                    ,661,-38.72
22/01 14:46:36,-32,0,0,                    ,661,-38.72
22/01 14:46:37,-32,0,0,                    ,661,-38.72
22/01 14:46:38,-32,0,0,                    ,661,-38.72
22/01 14:46:39,-32,0,0,                    ,661,-38.72
22/01 14:46:40,-32,0,0,                    ,661,-38.72
22/01 14:46:41,-32,0,0,                    ,661,-38.72
22/01 14:46:42,-32,0,0,                    ,661,-38.72
22/01 14:46:43,-32,0,0,                    ,661,-38.72
22/01 14:46:44,-32,0,0,                    ,661,-38.72
22/01 14:46:45,-32,0,0,                    ,661,-38.72
22/01 14:46:46,-32,0,0,                    ,661,-38.72
22/01 14:46:47,-32,0,0,                    ,661,-38.72
22/01 14:46:48,-32,0,0,                    ,661,-38.72
22/01 14:46:49,-32,0,0,                    ,661,-38.72
22/01 14:46:50,-32,0,0,                    ,661,-38.72
22/01 14:46:51,-32,0,0,                    ,661,-38.72
22/01 14:46:52,-32,0,0,                    ,661,-38.72
22/01 14:46:53,-32,0,0,                    ,661,-38.72
22/01 14:46:54,-32,0,0,                    ,661,-38.72
22/01 14:46:55,-32,0,0,                    ,661,-38.72
22/01 14:46:56,-32,0,0,                    ,661,-38.72
22/01 14:46:57,-32,0,0,                    ,661,-38.72
22/01 14:46:58,-32,0,0,                    ,661,-38.72
22/01 14:46:59,-32,0,0,                    ,661,-38.72
22/01 14:47:00,-32,0,0,                    ,661,-38.72
22/01 14:47:01,-32,0,0,                    ,661,-38.72
22/01 14:47:02,-32,0,0,                    ,661,-38.72
22/01 14:47:03,-32,0,0,                    ,661,-38.72
22/01 14:47:04,-32,0,0,                    ,661,-38.72
22/01 14:47:05,-32,0,0,                    ,661,-38.72
22/01 14:47:06,-32,0,0,                    ,661,-38.72
22/01 14:47:07,-32,0,0,                    ,661,-38.72
22/01 14:47:08,-32,0,0,                    ,661,-38.72
22/01 14:47:09,-32,0,0,                    ,661,-38.72
22/01 14:47:10,-32,0,0,                    ,661,-38.72
22/01 14:47:11,-32,0,0,                    ,661,-38.72
22/01 14:47:12,-32,0,0,                    ,661,-38.72
22/01 14:47:13,-32,0,0,                    ,661,-38.72
22/01 14:47:14,-32,0,0,                    ,661,-38.72
22/01 14:47:15,-32,0,0,                    ,661,-38.72
22/01 14:47:16,-32,0,0,                    ,661,-38.72
22/01 14:47:17,-32,0,0,                    ,661,-38.72
22/01 14:47:18,-32,0,0,                    ,661,-38.72
22/01 14:47:19,-32,0,0,                    ,661,-38.72
22/01 14:47:20,-32,0,0,                    ,661,-38.72
22/01 14:47:21,-32,0,0,                    ,661,-38.72
22/01 14:47:22,-32,0,0,                    ,661,-38.72
22/01 14:47:23,-32,0,0,                    ,661,-38.72
22/01 14:47:24,-32,0,0,                    ,661,-38.72
22/01 14:47:25,-32,0,0,                    ,661,-38.72
22/01 14:47:26,-32,0,0,                    ,661,-38.72
22/01 14:47:27,-32,0,0,                    ,661,-38.72
22/01 14:47:28,-32,0,0,                    ,661,-38.72
22/01 14:47:29,-32,0,0,                    ,661,-38.72
22/01 14:47:30,-32,0,0,                    ,661,-38.72
22/01 14:47:31,-32,0,0,                    ,661,-38.72
22/01 14:47:32,-32,0,0,                    ,661,-38.72
22/01 14:47:33,-32,0,0,                    ,661,-38.72
22/01 14:47:34,-32,0,0,                    ,661,-38.72
22/01 14:47:35,-32,0,0,                    ,661,-38.72
22/01 14:47:36,-32,0,0,                    ,661,-38.72
22/01 14:47:37,-32,0,0,                    ,661,-38.72
22/01 14:47:38,-32,0,0,                    ,661,-38.72
22/01 14:47:39,-32,0,0,                    ,661,-38.72
22/01 14:47:40,-32,0,0,                    ,661,-38.72
22/01 14:47:42,-32,0,0,                    ,661,-38.72
22/01 14:47:43,-32,0,0,                    ,661,-38.72
22/01 14:47:44,-32,0,0,                    ,661,-38.72
22/01 14:47:45,-32,0,0,                    ,661,-38.72
22/01 14:47:46,-32,0,0,                    ,661,-38.72
22/01 14:47:47,-32,0,0,                    ,661,-38.72
22/01 14:47:48,-32,0,0,                    ,661,-38.72
22/01 14:47:49,-32,0,0,                    ,661,-38.72
22/01 14:47:50,-32,0,0,                    ,661,-38.72
22/01 14:47:51,-32,0,0,                    ,661,-38.72
22/01 14:47:52,-32,0,0,                    ,661,-38.72
22/01 14:47:53,-32,0,0,                    ,661,-38.72
22/01 14:47:54,-32,0,0,                    ,661,-38.72
22/01 14:47:55,-32,0,0,                    ,661,-38.72
22/01 14:47:56,-32,0,0,                    ,661,-38.72
22/01 14:47:57,-32,0,0,                    ,661,-38.72
22/01 14:47:58,-32,0,0,                    ,661,-38.72
22/01 14:47:59,-32,0,0,                    ,661,-38.72
22/01 14:48:00,-32,0,0,                    ,661,-38.72
22/01 14:48:01,-32,0,0,                    ,661,-38.72
22/01 14:48:02,-32,0,0,                    ,661,-38.72
22/01 14:48:03,-32,0,0,                    ,661,-38.72
22/01 14:48:04,-32,0,0,                    ,661,-38.72
22/01 14:48:05,-32,0,0,                    ,661,-38.72
22/01 14:48:06,-32,0,0,                    ,661,-38.72
22/01 14:48:07,-32,0,0,                    ,661,-38.72
22/01 14:48:08,-32,0,0,                    ,661,-38.72
22/01 14:48:09,-32,0,0,                    ,661,-38.72
22/01 14:48:10,-32,0,0,                    ,661,-38.72
22/01 14:48:12,-32,0,0,                    ,661,-38.72
22/01 14:48:13,-32,0,0,                    ,661,-38.72
22/01 14:48:14,-32,0,0,                    ,661,-38.72
22/01 14:48:15,-32,0,0,                    ,661,-38.72
22/01 14:48:16,-32,0,0,                    ,661,-38.72
22/01 14:48:17,-32,0,0,                    ,661,-38.72
22/01 14:48:18,-32,0,0,                    ,661,-38.72
22/01 14:48:19,-32,0,0,                    ,661,-38.72
22/01 14:48:20,-32,0,0,                    ,661,-38.72
22/01 14:48:21,-32,0,0,                    ,661,-38.72
22/01 14:48:22,-32,0,0,                    ,661,-38.72
22/01 14:48:23,-32,0,0,                    ,661,-38.72
22/01 14:48:24,-32,0,0,                    ,661,-38.72
22/01 14:48:25,-32,0,0,                    ,661,-38.72
22/01 14:48:26,-32,0,0,                    ,661,-38.72
22/01 14:48:27,-32,0,0,                    ,661,-38.72
22/01 14:48:28,-32,0,0,                    ,661,-38.72
22/01 14:48:29,-32,0,0,                    ,661,-38.72
22/01 14:48:30,-32,0,0,                    ,661,-38.72
22/01 14:48:31,-32,0,0,                    ,661,-38.72
22/01 14:48:32,-32,0,0,                    ,661,-38.72
22/01 14:48:33,-32,0,0,                    ,661,-38.72
22/01 14:48:34,-32,0,0,                    ,661,-38.72
22/01 14:48:35,-32,0,0,                    ,661,-38.72
22/01 14:48:36,-32,0,0,                    ,661,-38.72
22/01 14:48:37,-32,0,0,                    ,661,-38.72
22/01 14:48:38,-32,0,0,                    ,661,-38.72
22/01 14:48:39,-32,0,0,                    ,661,-38.72
22/01 14:48:40,-32,0,0,                    ,661,-38.72
22/01 14:48:41,-32,0,0,                    ,661,-38.72
22/01 14:48:42,-32,0,0,                    ,661,-38.72
22/01 14:48:43,-32,0,0,                    ,661,-38.72
22/01 14:48:44,-32,0,0,                    ,661,-38.72
22/01 14:48:45,-32,0,0,                    ,661,-38.72
22/01 14:48:46,-32,0,0,                    ,661,-38.72
22/01 14:48:47,-32,0,0,                    ,661,-38.72
22/01 14:48:48,-32,0,0,                    ,661,-38.72
22/01 14:48:49,-32,0,0,                    ,661,-38.72
22/01 14:48:50,-32,0,0,                    ,661,-38.72
22/01 14:48:51,-32,0,0,                    ,661,-38.72
22/01 14:48:52,-32,0,0,                    ,661,-38.72
22/01 14:48:53,-32,0,0,                    ,661,-38.72
22/01 14:48:54,-32,0,0,                    ,661,-38.72
22/01 14:48:55,-32,0,0,                    ,661,-38.72
22/01 14:48:56,-32,0,0,                    ,661,-38.72
22/01 14:48:57,-32,0,0,                    ,661,-38.72
22/01 14:48:58,-32,0,0,                    ,661,-38.72
22/01 14:48:59,-32,0,0,                    ,661,-38.72
22/01 14:49:00,-32,0,0,                    ,661,-38.72
22/01 14:49:01,-32,0,0,                    ,661,-38.72
22/01 14:49:02,-32,0,0,                    ,661,-38.72
22/01 14:49:03,-32,0,0,                    ,661,-38.72
22/01 14:49:04,-32,0,0,                    ,661,-38.72
22/01 14:49:05,-32,0,0,                    ,661,-38.72
22/01 14:49:06,-32,0,0,                    ,661,-38.72
22/01 14:49:07,-32,0,0,                    ,661,-38.72
22/01 14:49:08,-32,0,0,                    ,661,-38.72
22/01 14:49:09,-32,0,0,                    ,661,-38.72
22/01 14:49:10,-32,0,0,                    ,661,-38.72
22/01 14:49:11,-32,0,0,                    ,661,-38.72
22/01 14:49:12,-32,0,0,                    ,661,-38.72
22/01 14:49:13,-32,0,0,                    ,661,-38.72
22/01 14:49:14,-32,0,0,                    ,661,-38.72
22/01 14:49:15,-32,0,0,                    ,661,-38.72
22/01 14:49:16,-32,0,0,                    ,661,-38.72
22/01 14:49:17,-32,0,0,                    ,661,-38.72
22/01 14:49:19,-32,0,0,                    ,661,-38.72
22/01 14:49:20,-32,0,0,                    ,661,-38.72
22/01 14:49:21,-32,0,0,                    ,661,-38.72
22/01 14:49:22,-32,0,0,                    ,661,-38.72
22/01 14:49:23,-32,0,0,                    ,661,-38.72
22/01 14:49:24,-32,0,0,                    ,661,-38.72
22/01 14:49:25,-32,0,0,                    ,661,-38.72
22/01 14:49:26,-32,0,0,                    ,661,-38.72
22/01 14:49:27,-32,0,0,                    ,661,-38.72
22/01 14:49:28,-32,0,0,                    ,661,-38.72
22/01 14:49:29,-32,0,0,                    ,661,-38.72
22/01 14:49:30,-32,0,0,                    ,661,-38.72
22/01 14:49:31,-32,0,0,                    ,661,-38.72
22/01 14:49:32,-32,0,0,                    ,661,-38.72
22/01 14:49:33,-32,0,0,                    ,661,-38.72
22/01 14:49:34,-32,0,0,                    ,661,-38.72
22/01 14:49:35,-32,0,0,                    ,661,-38.72
22/01 14:49:36,-32,0,0,                    ,661,-38.72
22/01 14:49:37,-32,0,0,                    ,661,-38.72
22/01 14:49:38,-32,0,0,                    ,661,-38.72
22/01 14:49:39,-32,0,0,                    ,661,-38.72
22/01 14:49:40,-32,0,0,                    ,661,-38.72
22/01 14:49:41,-32,0,0,                    ,661,-38.72
22/01 14:49:42,-32,0,0,                    ,661,-38.72
22/01 14:49:43,-32,0,0,                    ,661,-38.72
22/01 14:49:44,-32,0,0,                    ,661,-38.72
22/01 14:49:45,-32,0,0,                    ,661,-38.72
22/01 14:49:46,-32,0,0,                    ,661,-38.72
22/01 14:49:47,-32,0,0,                    ,661,-38.72
22/01 14:49:48,-32,0,0,                    ,661,-38.72
22/01 14:49:49,-32,0,0,                    ,661,-38.72
22/01 14:49:50,-32,0,0,                    ,661,-38.72
22/01 14:49:51,-32,0,0,                    ,661,-38.72
22/01 14:49:52,-32,0,0,                    ,661,-38.72
22/01 14:49:53,-32,0,0,                    ,661,-38.72
22/01 14:49:54,-32,0,0,                    ,661,-38.72
22/01 14:49:55,-32,0,0,                    ,661,-38.72
22/01 14:49:56,-32,0,0,                    ,661,-38.72
22/01 14:49:57,-32,0,0,                    ,661,-38.72
22/01 14:49:58,-32,0,0,                    ,661,-38.72
22/01 14:49:59,-32,0,0,                    ,661,-38.72
22/01 14:50:00,-32,0,0,                    ,661,-38.72
22/01 14:50:02,-32,0,0,                    ,661,-38.72
22/01 14:50:03,-32,0,0,                    ,661,-38.72
22/01 14:50:04,-32,0,0,                    ,661,-38.72
22/01 14:50:05,-32,0,0,                    ,661,-38.72
22/01 14:50:06,-32,0,0,                    ,661,-38.72
22/01 14:50:07,-32,0,0,                    ,661,-38.72
22/01 14:50:08,-32,0,0,                    ,661,-38.72
22/01 14:50:09,-32,0,0,                    ,661,-38.72
22/01 14:50:10,-32,0,0,                    ,661,-38.72
22/01 14:50:11,-32,0,0,                    ,661,-38.72
22/01 14:50:12,-32,0,0,                    ,661,-38.72
22/01 14:50:13,-32,0,0,                    ,661,-38.72
22/01 14:50:14,-32,0,0,                    ,661,-38.72
22/01 14:50:15,-32,0,0,                    ,661,-38.72
22/01 14:50:16,-32,0,0,                    ,661,-38.72
22/01 14:50:17,-32,0,0,                    ,661,-38.72
22/01 14:50:18,-32,0,0,                    ,661,-38.72
22/01 14:50:19,-32,0,0,                    ,661,-38.72
22/01 14:50:20,-32,0,0,                    ,661,-38.72
22/01 14:50:21,-32,0,0,                    ,661,-38.72
22/01 14:50:22,-32,0,0,                    ,661,-38.72
22/01 14:50:23,-32,0,0,                    ,661,-38.72
22/01 14:50:24,-32,0,0,                    ,661,-38.72
22/01 14:50:25,-32,0,0,                    ,661,-38.72
22/01 14:50:26,-32,0,0,                    ,661,-38.72
22/01 14:50:27,-32,0,0,                    ,661,-38.72
22/01 14:50:28,-32,0,0,                    ,661,-38.72
22/01 14:50:29,-32,0,0,                    ,661,-38.72
22/01 14:50:30,-32,0,0,                    ,661,-38.72
22/01 14:50:31,-32,0,0,                    ,661,-38.72
22/01 14:50:32,-32,0,0,                    ,661,-38.72
22/01 14:50:33,-32,0,0,                    ,661,-38.72
22/01 14:50:34,-32,0,0,                    ,661,-38.72
22/01 14:50:35,-32,0,0,                    ,661,-38.72
22/01 14:50:36,-32,0,0,                    ,661,-38.72
22/01 14:50:37,-32,0,0,                    ,661,-38.72
22/01 14:50:38,-32,0,0,                    ,661,-38.72
22/01 14:50:39,-32,0,0,                    ,661,-38.72
22/01 14:50:40,-32,0,0,                    ,661,-38.72
22/01 14:50:41,-32,0,0,                    ,661,-38.72
22/01 14:50:42,-32,0,0,                    ,661,-38.72
22/01 14:50:43,-32,0,0,                    ,661,-38.72
22/01 14:50:44,-32,0,0,                    ,661,-38.72
22/01 14:50:45,-32,0,0,                    ,661,-38.72
22/01 14:50:46,-32,0,0,                    ,661,-38.72
22/01 14:50:47,-32,0,0,                    ,661,-38.72
22/01 14:50:48,-32,0,0,                    ,661,-38.72
22/01 14:50:49,-32,0,0,                    ,661,-38.72
22/01 14:50:50,-32,0,0,                    ,661,-38.72
22/01 14:50:51,-32,0,0,                    ,661,-38.72
22/01 14:50:52,-32,0,0,                    ,661,-38.72
22/01 14:50:53,-32,0,0,                    ,661,-38.72
22/01 14:50:54,-32,0,0,                    ,661,-38.72
22/01 14:50:55,-32,0,0,                    ,661,-38.72
22/01 14:50:56,-32,0,0,                    ,661,-38.72
22/01 14:50:57,-32,0,0,                    ,661,-38.72
22/01 14:50:58,-32,0,0,                    ,661,-38.72
22/01 14:50:59,-32,0,0,                    ,661,-38.72
22/01 14:51:00,-32,0,0,                    ,661,-38.72
22/01 14:51:01,-32,0,0,                    ,661,-38.72
