Infotrol,
15:24:47,jueves, 21 de enero de 2021,

,,,%Anode d1-5%,,,
21/01 14:42:06,-21,0,0,                    ,29,-27.83
21/01 14:42:07,-21,0,0,                    ,30,-25.41
21/01 14:42:08,-21,0,0,                    ,30,-25.41
21/01 14:42:09,-21,0,0,                    ,31,-25.41
21/01 14:42:10,-21,0,0,                    ,31,-25.41
21/01 14:42:11,-21,0,0,                    ,31,-25.41
21/01 14:42:12,-21,0,0,                    ,31,-25.41
21/01 14:42:13,-21,0,0,                    ,31,-25.41
21/01 14:42:14,-23,0,0,                    ,33,-25.41
21/01 14:42:15,-23,0,0,                    ,33,-25.41
21/01 14:42:16,-23,0,0,                    ,34,-27.83
21/01 14:42:17,-23,0,0,                    ,34,-27.83
21/01 14:42:18,-23,0,0,                    ,34,-27.83
21/01 14:42:19,-23,0,0,                    ,34,-27.83
21/01 14:42:20,-23,0,0,                    ,34,-27.83
21/01 14:42:21,-23,0,0,                    ,35,-27.83
21/01 14:42:22,-23,0,0,                    ,35,-27.83
21/01 14:42:23,-22,0,0,                    ,36,-27.83
21/01 14:42:25,-22,0,0,                    ,36,-27.83
21/01 14:42:26,-22,0,0,                    ,36,-26.62
21/01 14:42:27,-22,0,0,                    ,36,-26.62
21/01 14:42:28,-21,0,0,                    ,38,-26.62
21/01 14:42:29,-21,0,0,                    ,38,-26.62
21/01 14:42:30,-21,0,0,                    ,38,-25.41
21/01 14:42:31,-21,0,0,                    ,39,-25.41
21/01 14:42:32,-21,0,0,                    ,39,-25.41
21/01 14:42:33,-21,0,0,                    ,39,-25.41
21/01 14:42:34,-21,0,0,                    ,39,-25.41
21/01 14:42:35,-23,0,0,                    ,41,-25.41
21/01 14:42:36,-23,0,0,                    ,41,-25.41
21/01 14:42:37,-23,0,0,                    ,41,-27.83
21/01 14:42:38,-23,0,0,                    ,41,-27.83
21/01 14:42:39,-23,0,0,                    ,41,-27.83
21/01 14:42:40,-21,0,0,                    ,43,-27.83
21/01 14:42:41,-21,0,0,                    ,43,-25.41
21/01 14:42:42,-21,0,0,                    ,44,-25.41
21/01 14:42:43,-21,0,0,                    ,44,-25.41
21/01 14:42:44,-21,0,0,                    ,44,-25.41
21/01 14:42:45,-21,0,0,                    ,44,-25.41
21/01 14:42:46,-21,0,0,                    ,46,-25.41
21/01 14:42:47,-21,0,0,                    ,46,-25.41
21/01 14:42:48,-21,0,0,                    ,46,-25.41
21/01 14:42:49,-21,0,0,                    ,46,-25.41
21/01 14:42:50,-21,0,0,                    ,46,-25.41
21/01 14:42:51,-21,0,0,                    ,46,-25.41
21/01 14:42:52,-21,0,0,                    ,46,-25.41
21/01 14:42:53,-21,0,0,                    ,48,-25.41
21/01 14:42:54,-21,0,0,                    ,48,-25.41
21/01 14:42:55,-22,0,0,                    ,49,-25.41
21/01 14:42:56,-22,0,0,                    ,49,-25.41
21/01 14:42:57,-22,0,0,                    ,49,-26.62
21/01 14:42:58,-22,0,0,                    ,49,-26.62
21/01 14:42:59,-21,0,0,                    ,51,-26.62
21/01 14:43:00,-21,0,0,                    ,51,-26.62
21/01 14:43:01,-21,0,0,                    ,52,-25.41
21/01 14:43:02,-21,0,0,                    ,52,-25.41
21/01 14:43:03,-21,0,0,                    ,52,-25.41
21/01 14:43:04,-21,0,0,                    ,52,-25.41
21/01 14:43:05,-21,0,0,                    ,52,-25.41
21/01 14:43:06,-23,0,0,                    ,54,-25.41
21/01 14:43:07,-23,0,0,                    ,54,-25.41
21/01 14:43:08,-23,0,0,                    ,54,-27.83
21/01 14:43:09,-23,0,0,                    ,54,-27.83
21/01 14:43:10,-23,0,0,                    ,54,-27.83
21/01 14:43:11,-23,0,0,                    ,54,-27.83
21/01 14:43:12,-23,0,0,                    ,54,-27.83
21/01 14:43:13,-24,0,0,                    ,56,-27.83
21/01 14:43:14,-24,0,0,                    ,56,-27.83
21/01 14:43:15,-24,0,0,                    ,57,-29.04
21/01 14:43:16,-24,0,0,                    ,57,-29.04
21/01 14:43:17,-24,0,0,                    ,57,-29.04
21/01 14:43:18,-24,0,0,                    ,57,-29.04
21/01 14:43:19,-24,0,0,                    ,57,-29.04
21/01 14:43:20,-25,0,0,                    ,59,-29.04
21/01 14:43:21,-25,0,0,                    ,59,-30.25
21/01 14:43:22,-25,0,0,                    ,59,-30.25
21/01 14:43:23,-25,0,0,                    ,59,-30.25
21/01 14:43:25,-25,0,0,                    ,61,-30.25
21/01 14:43:26,-25,0,0,                    ,61,-30.25
21/01 14:43:27,-28,0,0,                    ,62,-30.25
21/01 14:43:28,-28,0,0,                    ,62,-30.25
21/01 14:43:29,-28,0,0,                    ,62,-33.88
21/01 14:43:30,-28,0,0,                    ,62,-33.88
21/01 14:43:31,-28,0,0,                    ,62,-33.88
21/01 14:43:32,-25,0,0,                    ,64,-33.88
21/01 14:43:33,-25,0,0,                    ,64,-30.25
21/01 14:43:34,-25,0,0,                    ,64,-30.25
21/01 14:43:35,-25,0,0,                    ,64,-30.25
21/01 14:43:36,-25,0,0,                    ,64,-30.25
21/01 14:43:37,-25,0,0,                    ,64,-30.25
21/01 14:43:38,-28,0,0,                    ,66,-30.25
21/01 14:43:39,-28,0,0,                    ,66,-30.25
21/01 14:43:40,-33,0,0,                    ,67,-33.88
21/01 14:43:41,-33,0,0,                    ,67,-33.88
21/01 14:43:42,-33,0,0,                    ,67,-39.93
21/01 14:43:43,-33,0,0,                    ,67,-39.93
21/01 14:43:44,-33,0,0,                    ,67,-39.93
21/01 14:43:45,-33,0,0,                    ,69,-39.93
21/01 14:43:46,-33,0,0,                    ,69,-39.93
21/01 14:43:47,-33,0,0,                    ,69,-39.93
21/01 14:43:48,-33,0,0,                    ,69,-39.93
21/01 14:43:49,-33,0,0,                    ,69,-39.93
21/01 14:43:50,-33,0,0,                    ,69,-39.93
21/01 14:43:51,-33,0,0,                    ,69,-39.93
21/01 14:43:52,-25,0,0,                    ,72,-39.93
21/01 14:43:53,-25,0,0,                    ,72,-30.25
21/01 14:43:54,-25,0,0,                    ,72,-30.25
21/01 14:43:55,-25,0,0,                    ,72,-30.25
21/01 14:43:56,-25,0,0,                    ,74,-30.25
21/01 14:43:57,-25,0,0,                    ,74,-30.25
21/01 14:43:58,-25,0,0,                    ,74,-30.25
21/01 14:43:59,-25,0,0,                    ,74,-30.25
21/01 14:44:00,-33,0,0,                    ,75,-30.25
21/01 14:44:01,-33,0,0,                    ,75,-30.25
21/01 14:44:02,-33,0,0,                    ,75,-39.93
21/01 14:44:03,-25,0,0,                    ,76,-39.93
21/01 14:44:04,-25,0,0,                    ,76,-39.93
21/01 14:44:05,-25,0,0,                    ,77,-30.25
21/01 14:44:06,-25,0,0,                    ,77,-30.25
21/01 14:44:07,-25,0,0,                    ,77,-30.25
21/01 14:44:08,-25,0,0,                    ,77,-30.25
21/01 14:44:09,-33,0,0,                    ,79,-30.25
21/01 14:44:10,-33,0,0,                    ,79,-30.25
21/01 14:44:11,-33,0,0,                    ,79,-39.93
21/01 14:44:12,-33,0,0,                    ,80,-39.93
21/01 14:44:13,-33,0,0,                    ,80,-39.93
21/01 14:44:14,-33,0,0,                    ,80,-39.93
21/01 14:44:15,-33,0,0,                    ,80,-39.93
21/01 14:44:16,-33,0,0,                    ,82,-39.93
21/01 14:44:17,-33,0,0,                    ,82,-39.93
21/01 14:44:18,-33,0,0,                    ,82,-39.93
21/01 14:44:19,-33,0,0,                    ,82,-39.93
21/01 14:44:20,-33,0,0,                    ,82,-39.93
21/01 14:44:21,-33,0,0,                    ,82,-39.93
21/01 14:44:22,-33,0,0,                    ,82,-39.93
21/01 14:44:23,-33,0,0,                    ,84,-39.93
21/01 14:44:24,-33,0,0,                    ,84,-39.93
21/01 14:44:25,-25,0,0,                    ,85,-39.93
21/01 14:44:26,-25,0,0,                    ,85,-39.93
21/01 14:44:27,-25,0,0,                    ,85,-30.25
21/01 14:44:28,-25,0,0,                    ,85,-30.25
21/01 14:44:29,-25,0,0,                    ,85,-30.25
21/01 14:44:30,-28,0,0,                    ,87,-30.25
21/01 14:44:31,-28,0,0,                    ,87,-33.88
21/01 14:44:32,-28,0,0,                    ,87,-33.88
21/01 14:44:33,-28,0,0,                    ,87,-33.88
21/01 14:44:34,-25,0,0,                    ,89,-33.88
21/01 14:44:36,-25,0,0,                    ,89,-33.88
21/01 14:44:37,-25,0,0,                    ,90,-30.25
21/01 14:44:38,-25,0,0,                    ,90,-30.25
21/01 14:44:39,-25,0,0,                    ,90,-30.25
21/01 14:44:40,-25,0,0,                    ,90,-30.25
21/01 14:44:41,-21,0,0,                    ,92,-30.25
21/01 14:44:42,-21,0,0,                    ,92,-30.25
21/01 14:44:43,-21,0,0,                    ,92,-25.41
21/01 14:44:44,-21,0,0,                    ,92,-25.41
21/01 14:44:45,-21,0,0,                    ,92,-25.41
21/01 14:44:46,-21,0,0,                    ,92,-25.41
21/01 14:44:47,-21,0,0,                    ,92,-25.41
21/01 14:44:48,-21,0,0,                    ,94,-25.41
21/01 14:44:49,-21,0,0,                    ,94,-25.41
21/01 14:44:50,-21,0,0,                    ,95,-25.41
21/01 14:44:51,-21,0,0,                    ,95,-25.41
21/01 14:44:52,-21,0,0,                    ,95,-25.41
21/01 14:44:53,-21,0,0,                    ,95,-25.41
21/01 14:44:54,-21,0,0,                    ,97,-25.41
21/01 14:44:55,-21,0,0,                    ,97,-25.41
21/01 14:44:56,-21,0,0,                    ,97,-25.41
21/01 14:44:57,-24,0,0,                    ,98,-25.41
21/01 14:44:58,-24,0,0,                    ,98,-25.41
21/01 14:44:59,-24,0,0,                    ,98,-29.04
21/01 14:45:00,-24,0,0,                    ,98,-29.04
21/01 14:45:01,-21,0,0,                    ,100,-29.04
21/01 14:45:02,-21,0,0,                    ,100,-29.04
21/01 14:45:03,-21,0,0,                    ,100,-25.41
21/01 14:45:04,-21,0,0,                    ,100,-25.41
21/01 14:45:05,-21,0,0,                    ,100,-25.41
21/01 14:45:06,-21,0,0,                    ,100,-25.41
21/01 14:45:07,-21,0,0,                    ,100,-25.41
21/01 14:45:08,-24,0,0,                    ,102,-25.41
21/01 14:45:09,-24,0,0,                    ,102,-25.41
21/01 14:45:10,-24,0,0,                    ,103,-29.04
21/01 14:45:11,-24,0,0,                    ,103,-29.04
21/01 14:45:12,-24,0,0,                    ,103,-29.04
21/01 14:45:13,-24,0,0,                    ,104,-29.04
21/01 14:45:14,-24,0,0,                    ,104,-29.04
21/01 14:45:15,-21,0,0,                    ,105,-29.04
21/01 14:45:16,-21,0,0,                    ,105,-29.04
21/01 14:45:17,-21,0,0,                    ,105,-25.41
21/01 14:45:18,-21,0,0,                    ,105,-25.41
21/01 14:45:19,-21,0,0,                    ,105,-25.41
21/01 14:45:20,-24,0,0,                    ,107,-25.41
21/01 14:45:21,-24,0,0,                    ,107,-29.04
21/01 14:45:22,-24,0,0,                    ,108,-29.04
21/01 14:45:23,-24,0,0,                    ,108,-29.04
21/01 14:45:24,-24,0,0,                    ,108,-29.04
21/01 14:45:25,-24,0,0,                    ,108,-29.04
21/01 14:45:26,-24,0,0,                    ,110,-29.04
21/01 14:45:27,-24,0,0,                    ,110,-29.04
21/01 14:45:28,-24,0,0,                    ,110,-29.04
21/01 14:45:29,-24,0,0,                    ,110,-29.04
21/01 14:45:30,-24,0,0,                    ,110,-29.04
21/01 14:45:31,-24,0,0,                    ,112,-29.04
21/01 14:45:32,-24,0,0,                    ,112,-29.04
21/01 14:45:33,-24,0,0,                    ,112,-29.04
21/01 14:45:34,-24,0,0,                    ,112,-29.04
21/01 14:45:35,-21,0,0,                    ,113,-29.04
21/01 14:45:36,-21,0,0,                    ,113,-29.04
21/01 14:45:37,-21,0,0,                    ,113,-25.41
21/01 14:45:38,-21,0,0,                    ,113,-25.41
21/01 14:45:39,-21,0,0,                    ,113,-25.41
21/01 14:45:40,-24,0,0,                    ,115,-25.41
21/01 14:45:42,-24,0,0,                    ,115,-29.04
21/01 14:45:43,-24,0,0,                    ,116,-29.04
21/01 14:45:44,-24,0,0,                    ,116,-29.04
21/01 14:45:45,-24,0,0,                    ,117,-29.04
21/01 14:45:46,-24,0,0,                    ,117,-29.04
21/01 14:45:47,-21,0,0,                    ,118,-29.04
21/01 14:45:48,-21,0,0,                    ,118,-29.04
21/01 14:45:49,-21,0,0,                    ,118,-25.41
21/01 14:45:50,-21,0,0,                    ,118,-25.41
21/01 14:45:51,-21,0,0,                    ,118,-25.41
21/01 14:45:52,-24,0,0,                    ,120,-25.41
21/01 14:45:53,-24,0,0,                    ,120,-29.04
21/01 14:45:54,-24,0,0,                    ,120,-29.04
21/01 14:45:55,-24,0,0,                    ,120,-29.04
21/01 14:45:56,-24,0,0,                    ,120,-29.04
21/01 14:45:57,-24,0,0,                    ,120,-29.04
21/01 14:45:58,-21,0,0,                    ,122,-29.04
21/01 14:45:59,-21,0,0,                    ,122,-29.04
21/01 14:46:00,-21,0,0,                    ,122,-25.41
21/01 14:46:01,-24,0,0,                    ,123,-25.41
21/01 14:46:02,-24,0,0,                    ,123,-29.04
21/01 14:46:03,-24,0,0,                    ,123,-29.04
21/01 14:46:04,-24,0,0,                    ,123,-29.04
21/01 14:46:05,-24,0,0,                    ,125,-29.04
21/01 14:46:06,-24,0,0,                    ,125,-29.04
21/01 14:46:07,-21,0,0,                    ,126,-29.04
21/01 14:46:08,-21,0,0,                    ,126,-29.04
21/01 14:46:09,-21,0,0,                    ,126,-25.41
21/01 14:46:10,-21,0,0,                    ,126,-25.41
21/01 14:46:11,-21,0,0,                    ,126,-25.41
21/01 14:46:12,-24,0,0,                    ,128,-25.41
21/01 14:46:13,-24,0,0,                    ,128,-29.04
21/01 14:46:14,-24,0,0,                    ,128,-29.04
21/01 14:46:15,-24,0,0,                    ,128,-29.04
21/01 14:46:16,-24,0,0,                    ,130,-29.04
21/01 14:46:17,-24,0,0,                    ,130,-29.04
21/01 14:46:18,-24,0,0,                    ,130,-29.04
21/01 14:46:19,-24,0,0,                    ,130,-29.04
21/01 14:46:20,-24,0,0,                    ,130,-29.04
21/01 14:46:21,-26,0,0,                    ,131,-29.04
21/01 14:46:22,-26,0,0,                    ,131,-31.46
21/01 14:46:23,-24,0,0,                    ,132,-31.46
21/01 14:46:24,-24,0,0,                    ,132,-29.04
21/01 14:46:25,-24,0,0,                    ,133,-29.04
21/01 14:46:26,-24,0,0,                    ,133,-29.04
21/01 14:46:27,-24,0,0,                    ,133,-29.04
21/01 14:46:28,-24,0,0,                    ,133,-29.04
21/01 14:46:29,-25,0,0,                    ,135,-29.04
21/01 14:46:30,-25,0,0,                    ,135,-29.04
21/01 14:46:31,-23,0,0,                    ,136,-30.25
21/01 14:46:32,-23,0,0,                    ,136,-30.25
21/01 14:46:33,-23,0,0,                    ,136,-27.83
21/01 14:46:34,-23,0,0,                    ,136,-27.83
21/01 14:46:35,-23,0,0,                    ,136,-27.83
21/01 14:46:36,-23,0,0,                    ,136,-27.83
21/01 14:46:37,-23,0,0,                    ,136,-27.83
21/01 14:46:38,-23,0,0,                    ,138,-27.83
21/01 14:46:39,-23,0,0,                    ,138,-27.83
21/01 14:46:40,-23,0,0,                    ,138,-27.83
21/01 14:46:41,-23,0,0,                    ,138,-27.83
21/01 14:46:42,-25,0,0,                    ,140,-27.83
21/01 14:46:43,-25,0,0,                    ,140,-27.83
21/01 14:46:44,-25,0,0,                    ,140,-30.25
21/01 14:46:45,-25,0,0,                    ,141,-30.25
21/01 14:46:46,-25,0,0,                    ,141,-30.25
21/01 14:46:47,-25,0,0,                    ,141,-30.25
21/01 14:46:48,-25,0,0,                    ,141,-30.25
21/01 14:46:49,-24,0,0,                    ,143,-30.25
21/01 14:46:50,-24,0,0,                    ,143,-30.25
21/01 14:46:52,-25,0,0,                    ,144,-29.04
21/01 14:46:53,-25,0,0,                    ,144,-29.04
21/01 14:46:54,-25,0,0,                    ,144,-30.25
21/01 14:46:55,-25,0,0,                    ,144,-30.25
21/01 14:46:56,-25,0,0,                    ,144,-30.25
21/01 14:46:57,-23,0,0,                    ,145,-30.25
21/01 14:46:58,-23,0,0,                    ,145,-27.83
21/01 14:46:59,-23,0,0,                    ,146,-27.83
21/01 14:47:00,-23,0,0,                    ,146,-27.83
21/01 14:47:01,-23,0,0,                    ,146,-27.83
21/01 14:47:02,-23,0,0,                    ,146,-27.83
21/01 14:47:03,-25,0,0,                    ,148,-27.83
21/01 14:47:04,-25,0,0,                    ,148,-27.83
21/01 14:47:05,-23,0,0,                    ,149,-30.25
21/01 14:47:06,-23,0,0,                    ,149,-30.25
21/01 14:47:07,-23,0,0,                    ,149,-27.83
21/01 14:47:08,-23,0,0,                    ,149,-27.83
21/01 14:47:09,-23,0,0,                    ,149,-27.83
21/01 14:47:10,-23,0,0,                    ,151,-27.83
21/01 14:47:11,-23,0,0,                    ,151,-27.83
21/01 14:47:12,-23,0,0,                    ,151,-27.83
21/01 14:47:13,-23,0,0,                    ,151,-27.83
21/01 14:47:14,-25,0,0,                    ,153,-27.83
21/01 14:47:15,-25,0,0,                    ,153,-27.83
21/01 14:47:16,-25,0,0,                    ,154,-30.25
21/01 14:47:17,-25,0,0,                    ,154,-30.25
21/01 14:47:18,-25,0,0,                    ,154,-30.25
21/01 14:47:19,-25,0,0,                    ,154,-30.25
21/01 14:47:20,-25,0,0,                    ,154,-30.25
21/01 14:47:21,-25,0,0,                    ,154,-30.25
21/01 14:47:22,-25,0,0,                    ,154,-30.25
21/01 14:47:23,-24,0,0,                    ,156,-30.25
21/01 14:47:24,-24,0,0,                    ,156,-30.25
21/01 14:47:25,-24,0,0,                    ,156,-29.04
21/01 14:47:26,-24,0,0,                    ,156,-29.04
21/01 14:47:27,-24,0,0,                    ,156,-29.04
21/01 14:47:28,-23,0,0,                    ,158,-29.04
21/01 14:47:29,-23,0,0,                    ,158,-27.83
21/01 14:47:30,-23,0,0,                    ,159,-27.83
21/01 14:47:31,-23,0,0,                    ,159,-27.83
21/01 14:47:32,-23,0,0,                    ,159,-27.83
21/01 14:47:33,-23,0,0,                    ,159,-27.83
21/01 14:47:34,-25,0,0,                    ,161,-27.83
21/01 14:47:35,-25,0,0,                    ,161,-27.83
21/01 14:47:36,-25,0,0,                    ,161,-30.25
21/01 14:47:37,-25,0,0,                    ,161,-30.25
21/01 14:47:38,-25,0,0,                    ,161,-30.25
21/01 14:47:39,-25,0,0,                    ,161,-30.25
21/01 14:47:40,-25,0,0,                    ,161,-30.25
21/01 14:47:41,-23,0,0,                    ,163,-30.25
21/01 14:47:42,-23,0,0,                    ,163,-30.25
21/01 14:47:43,-23,0,0,                    ,164,-27.83
21/01 14:47:44,-23,0,0,                    ,164,-27.83
21/01 14:47:45,-23,0,0,                    ,164,-27.83
21/01 14:47:46,-23,0,0,                    ,164,-27.83
21/01 14:47:47,-23,0,0,                    ,164,-27.83
21/01 14:47:48,-29,0,0,                    ,166,-27.83
21/01 14:47:49,-29,0,0,                    ,166,-35.09
21/01 14:47:50,-29,0,0,                    ,167,-35.09
21/01 14:47:51,-29,0,0,                    ,167,-35.09
21/01 14:47:52,-29,0,0,                    ,168,-35.09
21/01 14:47:53,-29,0,0,                    ,168,-35.09
21/01 14:47:54,-27,0,0,                    ,169,-35.09
21/01 14:47:55,-27,0,0,                    ,169,-35.09
21/01 14:47:56,-27,0,0,                    ,169,-32.67
21/01 14:47:57,-27,0,0,                    ,169,-32.67
21/01 14:47:58,-27,0,0,                    ,169,-32.67
21/01 14:47:59,-26,0,0,                    ,171,-32.67
21/01 14:48:00,-26,0,0,                    ,171,-32.67
21/01 14:48:01,-26,0,0,                    ,172,-31.46
21/01 14:48:03,-26,0,0,                    ,172,-31.46
21/01 14:48:04,-26,0,0,                    ,172,-31.46
21/01 14:48:05,-26,0,0,                    ,172,-31.46
21/01 14:48:06,-29,0,0,                    ,174,-31.46
21/01 14:48:07,-29,0,0,                    ,174,-31.46
21/01 14:48:08,-29,0,0,                    ,174,-35.09
21/01 14:48:09,-29,0,0,                    ,174,-35.09
21/01 14:48:10,-29,0,0,                    ,174,-35.09
21/01 14:48:11,-29,0,0,                    ,174,-35.09
21/01 14:48:12,-29,0,0,                    ,174,-35.09
21/01 14:48:13,-26,0,0,                    ,176,-35.09
21/01 14:48:14,-26,0,0,                    ,176,-35.09
21/01 14:48:15,-26,0,0,                    ,177,-31.46
21/01 14:48:16,-26,0,0,                    ,177,-31.46
21/01 14:48:17,-26,0,0,                    ,177,-31.46
21/01 14:48:18,-26,0,0,                    ,177,-31.46
21/01 14:48:19,-26,0,0,                    ,177,-31.46
21/01 14:48:20,-26,0,0,                    ,179,-31.46
21/01 14:48:21,-26,0,0,                    ,179,-31.46
21/01 14:48:22,-26,0,0,                    ,179,-31.46
21/01 14:48:23,-26,0,0,                    ,179,-31.46
21/01 14:48:24,-26,0,0,                    ,181,-31.46
21/01 14:48:25,-26,0,0,                    ,181,-31.46
21/01 14:48:26,-27,0,0,                    ,182,-31.46
21/01 14:48:27,-27,0,0,                    ,182,-31.46
21/01 14:48:28,-27,0,0,                    ,182,-32.67
21/01 14:48:29,-27,0,0,                    ,182,-32.67
21/01 14:48:30,-27,0,0,                    ,182,-32.67
21/01 14:48:31,-27,0,0,                    ,182,-32.67
21/01 14:48:32,-27,0,0,                    ,182,-32.67
21/01 14:48:33,-26,0,0,                    ,184,-32.67
21/01 14:48:34,-26,0,0,                    ,184,-32.67
21/01 14:48:35,-26,0,0,                    ,185,-31.46
21/01 14:48:36,-26,0,0,                    ,185,-31.46
21/01 14:48:37,-27,0,0,                    ,186,-31.46
21/01 14:48:38,-27,0,0,                    ,186,-31.46
21/01 14:48:39,-27,0,0,                    ,186,-32.67
21/01 14:48:40,-29,0,0,                    ,187,-32.67
21/01 14:48:41,-29,0,0,                    ,187,-32.67
21/01 14:48:42,-29,0,0,                    ,187,-35.09
21/01 14:48:43,-29,0,0,                    ,187,-35.09
21/01 14:48:44,-26,0,0,                    ,189,-35.09
21/01 14:48:45,-26,0,0,                    ,189,-35.09
21/01 14:48:46,-26,0,0,                    ,189,-31.46
21/01 14:48:47,-26,0,0,                    ,190,-31.46
21/01 14:48:48,-26,0,0,                    ,190,-31.46
21/01 14:48:49,-26,0,0,                    ,190,-31.46
21/01 14:48:50,-26,0,0,                    ,190,-31.46
21/01 14:48:51,-29,0,0,                    ,191,-31.46
21/01 14:48:52,-29,0,0,                    ,191,-35.09
21/01 14:48:53,-26,0,0,                    ,192,-35.09
21/01 14:48:54,-26,0,0,                    ,192,-35.09
21/01 14:48:55,-26,0,0,                    ,192,-31.46
21/01 14:48:56,-26,0,0,                    ,192,-31.46
21/01 14:48:57,-26,0,0,                    ,192,-31.46
21/01 14:48:58,-26,0,0,                    ,194,-31.46
21/01 14:48:59,-26,0,0,                    ,194,-31.46
21/01 14:49:00,-27,0,0,                    ,195,-31.46
21/01 14:49:01,-27,0,0,                    ,195,-31.46
21/01 14:49:02,-27,0,0,                    ,195,-32.67
21/01 14:49:03,-27,0,0,                    ,195,-32.67
21/01 14:49:04,-26,0,0,                    ,197,-32.67
21/01 14:49:05,-26,0,0,                    ,197,-32.67
21/01 14:49:06,-26,0,0,                    ,197,-31.46
21/01 14:49:07,-26,0,0,                    ,197,-31.46
21/01 14:49:09,-26,0,0,                    ,197,-31.46
21/01 14:49:10,-26,0,0,                    ,197,-31.46
21/01 14:49:11,-26,0,0,                    ,197,-31.46
21/01 14:49:12,-28,0,0,                    ,200,-31.46
21/01 14:49:13,-28,0,0,                    ,200,-31.46
21/01 14:49:14,-28,0,0,                    ,200,-33.88
21/01 14:49:15,-28,0,0,                    ,200,-33.88
21/01 14:49:16,-28,0,0,                    ,202,-33.88
21/01 14:49:17,-28,0,0,                    ,202,-33.88
21/01 14:49:18,-28,0,0,                    ,202,-33.88
21/01 14:49:19,-28,0,0,                    ,202,-33.88
21/01 14:49:20,-28,0,0,                    ,202,-33.88
21/01 14:49:21,-39,0,0,                    ,2,-33.88
