Infotrol,
15:24:47,jueves, 21 de enero de 2021,

,,,%Anode d1-5%,,,
21/01 14:49:22,-39,0,0,                    ,2,-47.19
21/01 14:49:23,-39,0,0,                    ,2,-47.19
21/01 14:49:24,-39,0,0,                    ,2,-47.19
21/01 14:49:25,-39,0,0,                    ,2,-47.19
21/01 14:49:26,-39,0,0,                    ,2,-47.19
21/01 14:49:27,-31,0,0,                    ,4,-47.19
21/01 14:49:28,-31,0,0,                    ,4,-47.19
21/01 14:49:29,-31,0,0,                    ,5,-37.51
21/01 14:49:30,-31,0,0,                    ,5,-37.51
21/01 14:49:31,-31,0,0,                    ,6,-37.51
21/01 14:49:32,-31,0,0,                    ,6,-37.51
21/01 14:49:33,-31,0,0,                    ,6,-37.51
21/01 14:49:34,-36,0,0,                    ,7,-37.51
21/01 14:49:35,-36,0,0,                    ,7,-37.51
21/01 14:49:36,-36,0,0,                    ,7,-43.56
21/01 14:49:37,-36,0,0,                    ,7,-43.56
21/01 14:49:38,-31,0,0,                    ,9,-43.56
21/01 14:49:39,-31,0,0,                    ,9,-43.56
21/01 14:49:40,-31,0,0,                    ,9,-37.51
21/01 14:49:41,-38,0,0,                    ,10,-37.51
21/01 14:49:42,-38,0,0,                    ,10,-45.98
21/01 14:49:43,-38,0,0,                    ,10,-45.98
21/01 14:49:44,-38,0,0,                    ,10,-45.98
21/01 14:49:45,-31,0,0,                    ,12,-45.98
21/01 14:49:46,-31,0,0,                    ,12,-45.98
21/01 14:49:47,-31,0,0,                    ,12,-37.51
21/01 14:49:48,-31,0,0,                    ,12,-37.51
21/01 14:49:49,-31,0,0,                    ,12,-37.51
21/01 14:49:50,-39,0,0,                    ,14,-37.51
21/01 14:49:51,-39,0,0,                    ,14,-37.51
21/01 14:49:52,-39,0,0,                    ,14,-47.19
21/01 14:49:53,-39,0,0,                    ,14,-47.19
21/01 14:49:54,-36,0,0,                    ,15,-47.19
21/01 14:49:55,-36,0,0,                    ,15,-47.19
21/01 14:49:56,-36,0,0,                    ,15,-43.56
21/01 14:49:57,-36,0,0,                    ,15,-43.56
21/01 14:49:58,-36,0,0,                    ,15,-43.56
21/01 14:49:59,-31,0,0,                    ,17,-43.56
21/01 14:50:00,-31,0,0,                    ,17,-37.51
21/01 14:50:01,-31,0,0,                    ,17,-37.51
21/01 14:50:02,-31,0,0,                    ,17,-37.51
21/01 14:50:03,-36,0,0,                    ,19,-37.51
21/01 14:50:04,-36,0,0,                    ,19,-37.51
21/01 14:50:05,-31,0,0,                    ,20,-43.56
21/01 14:50:06,-31,0,0,                    ,20,-43.56
21/01 14:50:07,-31,0,0,                    ,20,-37.51
21/01 14:50:08,-31,0,0,                    ,20,-37.51
21/01 14:50:09,-31,0,0,                    ,20,-37.51
21/01 14:50:10,-31,0,0,                    ,22,-37.51
21/01 14:50:11,-31,0,0,                    ,22,-37.51
21/01 14:50:12,-31,0,0,                    ,22,-37.51
21/01 14:50:13,-31,0,0,                    ,22,-37.51
21/01 14:50:14,-31,0,0,                    ,22,-37.51
21/01 14:50:16,-31,0,0,                    ,22,-37.51
21/01 14:50:17,-31,0,0,                    ,22,-37.51
21/01 14:50:18,-36,0,0,                    ,24,-37.51
21/01 14:50:19,-36,0,0,                    ,24,-43.56
21/01 14:50:20,-31,0,0,                    ,25,-43.56
21/01 14:50:21,-31,0,0,                    ,25,-43.56
21/01 14:50:22,-31,0,0,                    ,25,-37.51
21/01 14:50:23,-31,0,0,                    ,25,-37.51
21/01 14:50:24,-38,0,0,                    ,27,-37.51
21/01 14:50:25,-38,0,0,                    ,27,-37.51
21/01 14:50:26,-38,0,0,                    ,27,-45.98
21/01 14:50:27,-36,0,0,                    ,28,-45.98
21/01 14:50:28,-36,0,0,                    ,28,-45.98
21/01 14:50:29,-36,0,0,                    ,28,-43.56
21/01 14:50:30,-36,0,0,                    ,28,-43.56
21/01 14:50:31,-31,0,0,                    ,30,-43.56
21/01 14:50:32,-31,0,0,                    ,30,-43.56
21/01 14:50:33,-31,0,0,                    ,30,-37.51
21/01 14:50:34,-31,0,0,                    ,30,-37.51
21/01 14:50:35,-36,0,0,                    ,32,-37.51
21/01 14:50:36,-36,0,0,                    ,32,-37.51
21/01 14:50:37,-36,0,0,                    ,32,-43.56
21/01 14:50:38,-36,0,0,                    ,33,-43.56
21/01 14:50:39,-36,0,0,                    ,33,-43.56
21/01 14:50:40,-36,0,0,                    ,33,-43.56
21/01 14:50:41,-36,0,0,                    ,33,-43.56
21/01 14:50:42,-36,0,0,                    ,34,-43.56
21/01 14:50:43,-36,0,0,                    ,34,-43.56
21/01 14:50:44,-36,0,0,                    ,35,-43.56
21/01 14:50:45,-36,0,0,                    ,35,-43.56
21/01 14:50:46,-36,0,0,                    ,35,-43.56
21/01 14:50:47,-36,0,0,                    ,35,-43.56
21/01 14:50:48,-36,0,0,                    ,35,-43.56
21/01 14:50:49,-36,0,0,                    ,37,-43.56
21/01 14:50:50,-36,0,0,                    ,37,-43.56
21/01 14:50:51,-31,0,0,                    ,38,-43.56
21/01 14:50:52,-31,0,0,                    ,38,-43.56
21/01 14:50:53,-31,0,0,                    ,38,-37.51
21/01 14:50:54,-31,0,0,                    ,38,-37.51
21/01 14:50:55,-31,0,0,                    ,38,-37.51
21/01 14:50:56,-38,0,0,                    ,40,-37.51
21/01 14:50:57,-38,0,0,                    ,40,-45.98
21/01 14:50:58,-38,0,0,                    ,40,-45.98
21/01 14:50:59,-38,0,0,                    ,40,-45.98
21/01 14:51:00,-38,0,0,                    ,40,-45.98
21/01 14:51:01,-38,0,0,                    ,40,-45.98
21/01 14:51:02,-32,0,0,                    ,42,-45.98
21/01 14:51:03,-32,0,0,                    ,42,-45.98
21/01 14:51:04,-32,0,0,                    ,42,-38.72
21/01 14:51:05,-32,0,0,                    ,43,-38.72
21/01 14:51:06,-32,0,0,                    ,43,-38.72
21/01 14:51:07,-32,0,0,                    ,43,-38.72
21/01 14:51:08,-32,0,0,                    ,43,-38.72
21/01 14:51:09,-29,0,0,                    ,45,-38.72
21/01 14:51:10,-29,0,0,                    ,45,-38.72
21/01 14:51:11,-29,0,0,                    ,45,-35.09
21/01 14:51:12,-29,0,0,                    ,45,-35.09
21/01 14:51:13,-39,0,0,                    ,47,-35.09
21/01 14:51:14,-39,0,0,                    ,47,-35.09
21/01 14:51:15,-39,0,0,                    ,47,-47.19
21/01 14:51:16,-39,0,0,                    ,48,-47.19
21/01 14:51:17,-39,0,0,                    ,48,-47.19
21/01 14:51:18,-39,0,0,                    ,48,-47.19
21/01 14:51:19,-39,0,0,                    ,48,-47.19
21/01 14:51:20,-39,0,0,                    ,48,-47.19
21/01 14:51:21,-39,0,0,                    ,48,-47.19
21/01 14:51:22,-34,0,0,                    ,51,-47.19
21/01 14:51:23,-34,0,0,                    ,51,-47.19
21/01 14:51:24,-34,0,0,                    ,51,-41.14
21/01 14:51:25,-34,0,0,                    ,51,-41.14
21/01 14:51:26,-34,0,0,                    ,51,-41.14
21/01 14:51:28,-34,0,0,                    ,52,-41.14
21/01 14:51:29,-34,0,0,                    ,52,-41.14
21/01 14:51:30,-34,0,0,                    ,53,-41.14
21/01 14:51:31,-34,0,0,                    ,53,-41.14
21/01 14:51:32,-34,0,0,                    ,53,-41.14
21/01 14:51:33,-34,0,0,                    ,53,-41.14
21/01 14:51:34,-37,0,0,                    ,55,-41.14
21/01 14:51:35,-37,0,0,                    ,55,-41.14
21/01 14:51:36,-37,0,0,                    ,56,-44.77
21/01 14:51:37,-37,0,0,                    ,56,-44.77
21/01 14:51:38,-37,0,0,                    ,56,-44.77
21/01 14:51:39,-37,0,0,                    ,56,-44.77
21/01 14:51:40,-37,0,0,                    ,56,-44.77
21/01 14:51:41,-46,0,0,                    ,58,-44.77
21/01 14:51:42,-46,0,0,                    ,58,-44.77
21/01 14:51:43,-46,0,0,                    ,58,-55.66
21/01 14:51:44,-46,0,0,                    ,58,-55.66
21/01 14:51:45,-46,0,0,                    ,58,-55.66
21/01 14:51:46,-37,0,0,                    ,60,-55.66
21/01 14:51:47,-37,0,0,                    ,60,-55.66
21/01 14:51:48,-37,0,0,                    ,61,-44.77
21/01 14:51:49,-37,0,0,                    ,61,-44.77
21/01 14:51:50,-37,0,0,                    ,61,-44.77
21/01 14:51:51,-37,0,0,                    ,61,-44.77
21/01 14:51:52,-37,0,0,                    ,61,-44.77
21/01 14:51:53,-37,0,0,                    ,61,-44.77
21/01 14:51:54,-37,0,0,                    ,61,-44.77
21/01 14:51:55,-30,0,0,                    ,63,-44.77
21/01 14:51:56,-30,0,0,                    ,63,-36.3
21/01 14:51:57,-30,0,0,                    ,63,-36.3
21/01 14:51:58,-30,0,0,                    ,63,-36.3
21/01 14:51:59,-39,0,0,                    ,65,-36.3
21/01 14:52:00,-39,0,0,                    ,65,-36.3
21/01 14:52:01,-29,0,0,                    ,66,-47.19
21/01 14:52:02,-29,0,0,                    ,66,-47.19
21/01 14:52:03,-29,0,0,                    ,66,-35.09
21/01 14:52:04,-29,0,0,                    ,66,-35.09
21/01 14:52:05,-29,0,0,                    ,66,-35.09
21/01 14:52:06,-29,0,0,                    ,68,-35.09
21/01 14:52:07,-29,0,0,                    ,68,-35.09
21/01 14:52:08,-29,0,0,                    ,69,-35.09
21/01 14:52:09,-29,0,0,                    ,69,-35.09
21/01 14:52:10,-29,0,0,                    ,69,-35.09
21/01 14:52:11,-29,0,0,                    ,69,-35.09
21/01 14:52:12,-43,0,0,                    ,70,-35.09
21/01 14:52:13,-43,0,0,                    ,70,-35.09
21/01 14:52:14,-43,0,0,                    ,70,-52.03
21/01 14:52:15,-40,0,0,                    ,71,-52.03
21/01 14:52:16,-40,0,0,                    ,71,-48.4
21/01 14:52:17,-40,0,0,                    ,71,-48.4
21/01 14:52:18,-40,0,0,                    ,71,-48.4
21/01 14:52:19,-36,0,0,                    ,73,-48.4
21/01 14:52:20,-36,0,0,                    ,73,-48.4
21/01 14:52:21,-36,0,0,                    ,73,-43.56
21/01 14:52:22,-36,0,0,                    ,73,-43.56
21/01 14:52:23,-42,0,0,                    ,75,-43.56
21/01 14:52:24,-42,0,0,                    ,75,-43.56
21/01 14:52:25,-42,0,0,                    ,75,-50.82
21/01 14:52:26,-36,0,0,                    ,76,-50.82
21/01 14:52:27,-36,0,0,                    ,76,-50.82
21/01 14:52:28,-36,0,0,                    ,76,-43.56
21/01 14:52:29,-36,0,0,                    ,76,-43.56
21/01 14:52:30,-36,0,0,                    ,78,-43.56
21/01 14:52:31,-36,0,0,                    ,78,-43.56
21/01 14:52:32,-42,0,0,                    ,79,-43.56
21/01 14:52:33,-42,0,0,                    ,79,-43.56
21/01 14:52:34,-42,0,0,                    ,79,-50.82
21/01 14:52:35,-42,0,0,                    ,79,-50.82
21/01 14:52:36,-42,0,0,                    ,79,-50.82
21/01 14:52:38,-40,0,0,                    ,80,-50.82
21/01 14:52:39,-40,0,0,                    ,80,-50.82
21/01 14:52:40,-40,0,0,                    ,81,-48.4
21/01 14:52:41,-40,0,0,                    ,81,-48.4
21/01 14:52:42,-40,0,0,                    ,81,-48.4
21/01 14:52:43,-40,0,0,                    ,81,-48.4
21/01 14:52:44,-40,0,0,                    ,81,-48.4
21/01 14:52:45,-42,0,0,                    ,83,-48.4
21/01 14:52:46,-42,0,0,                    ,83,-50.82
21/01 14:52:47,-39,0,0,                    ,84,-50.82
21/01 14:52:48,-39,0,0,                    ,84,-50.82
21/01 14:52:49,-39,0,0,                    ,84,-47.19
21/01 14:52:50,-39,0,0,                    ,84,-47.19
21/01 14:52:51,-36,0,0,                    ,86,-47.19
21/01 14:52:52,-36,0,0,                    ,86,-47.19
21/01 14:52:53,-36,0,0,                    ,86,-43.56
21/01 14:52:54,-36,0,0,                    ,86,-43.56
21/01 14:52:55,-36,0,0,                    ,86,-43.56
21/01 14:52:56,-36,0,0,                    ,86,-43.56
21/01 14:52:57,-36,0,0,                    ,86,-43.56
21/01 14:52:58,-39,0,0,                    ,89,-43.56
21/01 14:52:59,-39,0,0,                    ,89,-43.56
21/01 14:53:00,-39,0,0,                    ,89,-47.19
21/01 14:53:01,-39,0,0,                    ,89,-47.19
21/01 14:53:02,-39,0,0,                    ,89,-47.19
21/01 14:53:03,-39,0,0,                    ,89,-47.19
21/01 14:53:04,-39,0,0,                    ,89,-47.19
21/01 14:53:05,-39,0,0,                    ,91,-47.19
21/01 14:53:06,-39,0,0,                    ,91,-47.19
21/01 14:53:07,-39,0,0,                    ,92,-47.19
21/01 14:53:08,-39,0,0,                    ,92,-47.19
21/01 14:53:09,-39,0,0,                    ,93,-47.19
21/01 14:53:10,-39,0,0,                    ,93,-47.19
21/01 14:53:11,-39,0,0,                    ,94,-47.19
21/01 14:53:12,-39,0,0,                    ,94,-47.19
21/01 14:53:13,-39,0,0,                    ,94,-47.19
21/01 14:53:14,-39,0,0,                    ,94,-47.19
21/01 14:53:15,-39,0,0,                    ,94,-47.19
21/01 14:53:16,-42,0,0,                    ,96,-47.19
21/01 14:53:17,-42,0,0,                    ,96,-47.19
21/01 14:53:18,-39,0,0,                    ,97,-50.82
21/01 14:53:19,-39,0,0,                    ,97,-50.82
21/01 14:53:20,-39,0,0,                    ,97,-47.19
21/01 14:53:21,-39,0,0,                    ,97,-47.19
21/01 14:53:22,-36,0,0,                    ,98,-47.19
21/01 14:53:23,-36,0,0,                    ,98,-47.19
21/01 14:53:24,-36,0,0,                    ,98,-43.56
21/01 14:53:25,-36,0,0,                    ,99,-43.56
21/01 14:53:26,-36,0,0,                    ,99,-43.56
21/01 14:53:27,-36,0,0,                    ,99,-43.56
21/01 14:53:28,-36,0,0,                    ,99,-43.56
21/01 14:53:29,-40,0,0,                    ,101,-43.56
21/01 14:53:30,-40,0,0,                    ,101,-43.56
21/01 14:53:31,-40,0,0,                    ,101,-48.4
21/01 14:53:32,-36,0,0,                    ,102,-48.4
21/01 14:53:33,-36,0,0,                    ,102,-43.56
21/01 14:53:34,-36,0,0,                    ,102,-43.56
21/01 14:53:35,-36,0,0,                    ,102,-43.56
21/01 14:53:36,-36,0,0,                    ,104,-43.56
21/01 14:53:37,-36,0,0,                    ,104,-43.56
21/01 14:53:38,-36,0,0,                    ,104,-43.56
21/01 14:53:39,-36,0,0,                    ,104,-43.56
21/01 14:53:40,-40,0,0,                    ,106,-43.56
21/01 14:53:41,-40,0,0,                    ,106,-43.56
21/01 14:53:42,-40,0,0,                    ,107,-48.4
21/01 14:53:43,-40,0,0,                    ,107,-48.4
21/01 14:53:44,-40,0,0,                    ,107,-48.4
21/01 14:53:45,-40,0,0,                    ,107,-48.4
21/01 14:53:46,-40,0,0,                    ,107,-48.4
21/01 14:53:47,-40,0,0,                    ,108,-48.4
21/01 14:53:49,-40,0,0,                    ,108,-48.4
21/01 14:53:50,-42,0,0,                    ,109,-48.4
21/01 14:53:51,-42,0,0,                    ,109,-48.4
21/01 14:53:52,-42,0,0,                    ,109,-50.82
21/01 14:53:53,-42,0,0,                    ,109,-50.82
21/01 14:53:54,-42,0,0,                    ,109,-50.82
21/01 14:53:55,-35,0,0,                    ,111,-50.82
21/01 14:53:56,-35,0,0,                    ,111,-42.35
21/01 14:53:57,-35,0,0,                    ,112,-42.35
21/01 14:53:58,-35,0,0,                    ,112,-42.35
21/01 14:53:59,-35,0,0,                    ,112,-42.35
21/01 14:54:00,-35,0,0,                    ,112,-42.35
21/01 14:54:01,-39,0,0,                    ,114,-42.35
21/01 14:54:02,-39,0,0,                    ,114,-42.35
21/01 14:54:03,-35,0,0,                    ,115,-47.19
21/01 14:54:04,-35,0,0,                    ,115,-47.19
21/01 14:54:05,-35,0,0,                    ,115,-42.35
21/01 14:54:06,-35,0,0,                    ,115,-42.35
21/01 14:54:07,-35,0,0,                    ,115,-42.35
21/01 14:54:08,-35,0,0,                    ,117,-42.35
21/01 14:54:09,-35,0,0,                    ,117,-42.35
21/01 14:54:10,-35,0,0,                    ,117,-42.35
21/01 14:54:11,-35,0,0,                    ,117,-42.35
21/01 14:54:12,-35,0,0,                    ,117,-42.35
21/01 14:54:13,-35,0,0,                    ,117,-42.35
21/01 14:54:14,-35,0,0,                    ,117,-42.35
21/01 14:54:15,-40,0,0,                    ,119,-42.35
21/01 14:54:16,-40,0,0,                    ,119,-48.4
21/01 14:54:17,-40,0,0,                    ,120,-48.4
21/01 14:54:18,-40,0,0,                    ,120,-48.4
21/01 14:54:19,-40,0,0,                    ,120,-48.4
21/01 14:54:20,-40,0,0,                    ,120,-48.4
21/01 14:54:21,-35,0,0,                    ,122,-48.4
21/01 14:54:22,-35,0,0,                    ,122,-48.4
21/01 14:54:23,-35,0,0,                    ,122,-42.35
21/01 14:54:24,-35,0,0,                    ,122,-42.35
21/01 14:54:25,-38,0,0,                    ,124,-42.35
21/01 14:54:26,-38,0,0,                    ,124,-42.35
21/01 14:54:27,-38,0,0,                    ,124,-45.98
21/01 14:54:28,-38,0,0,                    ,125,-45.98
21/01 14:54:29,-38,0,0,                    ,125,-45.98
21/01 14:54:30,-38,0,0,                    ,125,-45.98
21/01 14:54:31,-38,0,0,                    ,125,-45.98
21/01 14:54:32,-38,0,0,                    ,125,-45.98
21/01 14:54:33,-38,0,0,                    ,127,-45.98
21/01 14:54:34,-38,0,0,                    ,127,-45.98
21/01 14:54:35,-38,0,0,                    ,127,-45.98
21/01 14:54:36,-38,0,0,                    ,127,-45.98
21/01 14:54:37,-38,0,0,                    ,127,-45.98
21/01 14:54:38,-38,0,0,                    ,127,-45.98
21/01 14:54:39,-40,0,0,                    ,129,-45.98
21/01 14:54:40,-40,0,0,                    ,129,-45.98
21/01 14:54:41,-40,0,0,                    ,129,-48.4
21/01 14:54:42,-40,0,0,                    ,130,-48.4
21/01 14:54:43,-40,0,0,                    ,130,-48.4
21/01 14:54:44,-40,0,0,                    ,130,-48.4
21/01 14:54:45,-40,0,0,                    ,130,-48.4
21/01 14:54:46,-43,0,0,                    ,132,-48.4
21/01 14:54:47,-43,0,0,                    ,132,-52.03
21/01 14:54:48,-43,0,0,                    ,132,-52.03
21/01 14:54:49,-43,0,0,                    ,132,-52.03
21/01 14:54:50,-43,0,0,                    ,134,-52.03
21/01 14:54:51,-43,0,0,                    ,134,-52.03
21/01 14:54:52,-43,0,0,                    ,134,-52.03
21/01 14:54:53,-43,0,0,                    ,134,-52.03
21/01 14:54:54,-43,0,0,                    ,134,-52.03
21/01 14:54:55,-35,0,0,                    ,135,-52.03
21/01 14:54:56,-35,0,0,                    ,135,-42.35
21/01 14:54:58,-35,0,0,                    ,135,-42.35
21/01 14:54:59,-35,0,0,                    ,135,-42.35
21/01 14:55:00,-40,0,0,                    ,137,-42.35
21/01 14:55:01,-40,0,0,                    ,137,-42.35
21/01 14:55:02,-40,0,0,                    ,138,-48.4
21/01 14:55:03,-40,0,0,                    ,138,-48.4
21/01 14:55:04,-40,0,0,                    ,138,-48.4
21/01 14:55:05,-35,0,0,                    ,139,-48.4
21/01 14:55:06,-35,0,0,                    ,139,-42.35
21/01 14:55:07,-38,0,0,                    ,140,-42.35
21/01 14:55:08,-38,0,0,                    ,140,-45.98
21/01 14:55:09,-38,0,0,                    ,140,-45.98
21/01 14:55:10,-38,0,0,                    ,140,-45.98
21/01 14:55:11,-43,0,0,                    ,142,-45.98
21/01 14:55:12,-43,0,0,                    ,142,-45.98
21/01 14:55:13,-43,0,0,                    ,142,-52.03
21/01 14:55:14,-43,0,0,                    ,143,-52.03
21/01 14:55:15,-43,0,0,                    ,143,-52.03
21/01 14:55:16,-43,0,0,                    ,143,-52.03
21/01 14:55:17,-43,0,0,                    ,143,-52.03
21/01 14:55:18,-43,0,0,                    ,145,-52.03
21/01 14:55:19,-43,0,0,                    ,145,-52.03
21/01 14:55:20,-43,0,0,                    ,145,-52.03
21/01 14:55:21,-43,0,0,                    ,145,-52.03
21/01 14:55:22,-43,0,0,                    ,145,-52.03
21/01 14:55:23,-43,0,0,                    ,145,-52.03
21/01 14:55:24,-43,0,0,                    ,147,-52.03
21/01 14:55:25,-43,0,0,                    ,147,-52.03
21/01 14:55:26,-43,0,0,                    ,147,-52.03
21/01 14:55:27,-35,0,0,                    ,148,-52.03
21/01 14:55:28,-35,0,0,                    ,148,-42.35
21/01 14:55:29,-35,0,0,                    ,149,-42.35
21/01 14:55:30,-35,0,0,                    ,149,-42.35
21/01 14:55:31,-35,0,0,                    ,150,-42.35
21/01 14:55:32,-35,0,0,                    ,150,-42.35
21/01 14:55:33,-35,0,0,                    ,150,-42.35
21/01 14:55:34,-35,0,0,                    ,150,-42.35
21/01 14:55:35,-35,0,0,                    ,150,-42.35
21/01 14:55:36,-35,0,0,                    ,152,-42.35
21/01 14:55:37,-35,0,0,                    ,152,-42.35
21/01 14:55:38,-35,0,0,                    ,153,-42.35
21/01 14:55:39,-35,0,0,                    ,153,-42.35
21/01 14:55:40,-35,0,0,                    ,153,-42.35
21/01 14:55:41,-35,0,0,                    ,153,-42.35
21/01 14:55:42,-35,0,0,                    ,153,-42.35
21/01 14:55:43,-37,0,0,                    ,155,-42.35
21/01 14:55:44,-37,0,0,                    ,155,-44.77
21/01 14:55:45,-37,0,0,                    ,155,-44.77
21/01 14:55:46,-37,0,0,                    ,155,-44.77
21/01 14:55:47,-37,0,0,                    ,155,-44.77
21/01 14:55:48,-37,0,0,                    ,155,-44.77
21/01 14:55:49,-37,0,0,                    ,155,-44.77
21/01 14:55:50,-28,0,0,                    ,157,-44.77
21/01 14:55:51,-28,0,0,                    ,157,-33.88
21/01 14:55:52,-30,0,0,                    ,158,-33.88
21/01 14:55:53,-30,0,0,                    ,158,-33.88
21/01 14:55:54,-30,0,0,                    ,158,-36.3
21/01 14:55:55,-30,0,0,                    ,158,-36.3
21/01 14:55:56,-30,0,0,                    ,160,-36.3
21/01 14:55:57,-30,0,0,                    ,160,-36.3
21/01 14:55:58,-30,0,0,                    ,160,-36.3
21/01 14:55:59,-28,0,0,                    ,161,-36.3
21/01 14:56:00,-28,0,0,                    ,161,-33.88
21/01 14:56:01,-28,0,0,                    ,161,-33.88
21/01 14:56:02,-28,0,0,                    ,161,-33.88
21/01 14:56:03,-30,0,0,                    ,163,-33.88
21/01 14:56:04,-30,0,0,                    ,163,-33.88
21/01 14:56:05,-30,0,0,                    ,163,-36.3
21/01 14:56:06,-30,0,0,                    ,163,-36.3
21/01 14:56:08,-30,0,0,                    ,163,-36.3
21/01 14:56:09,-30,0,0,                    ,163,-36.3
21/01 14:56:10,-30,0,0,                    ,163,-36.3
21/01 14:56:11,-28,0,0,                    ,165,-36.3
21/01 14:56:12,-28,0,0,                    ,165,-33.88
21/01 14:56:13,-28,0,0,                    ,166,-33.88
21/01 14:56:14,-28,0,0,                    ,166,-33.88
21/01 14:56:15,-28,0,0,                    ,166,-33.88
21/01 14:56:16,-28,0,0,                    ,166,-33.88
21/01 14:56:17,-30,0,0,                    ,168,-33.88
21/01 14:56:18,-30,0,0,                    ,168,-33.88
21/01 14:56:19,-30,0,0,                    ,168,-36.3
21/01 14:56:20,-30,0,0,                    ,168,-36.3
21/01 14:56:21,-30,0,0,                    ,168,-36.3
21/01 14:56:22,-28,0,0,                    ,170,-36.3
21/01 14:56:23,-28,0,0,                    ,170,-33.88
21/01 14:56:24,-30,0,0,                    ,171,-33.88
21/01 14:56:25,-30,0,0,                    ,171,-33.88
21/01 14:56:26,-30,0,0,                    ,171,-36.3
21/01 14:56:27,-30,0,0,                    ,171,-36.3
21/01 14:56:28,-30,0,0,                    ,173,-36.3
21/01 14:56:29,-30,0,0,                    ,173,-36.3
21/01 14:56:30,-30,0,0,                    ,173,-36.3
21/01 14:56:31,-30,0,0,                    ,173,-36.3
21/01 14:56:32,-30,0,0,                    ,173,-36.3
21/01 14:56:33,-28,0,0,                    ,175,-36.3
21/01 14:56:34,-28,0,0,                    ,175,-33.88
21/01 14:56:35,-28,0,0,                    ,175,-33.88
21/01 14:56:36,-28,0,0,                    ,175,-33.88
21/01 14:56:37,-30,0,0,                    ,176,-33.88
21/01 14:56:38,-30,0,0,                    ,176,-33.88
21/01 14:56:39,-30,0,0,                    ,176,-36.3
21/01 14:56:40,-30,0,0,                    ,176,-36.3
21/01 14:56:41,-28,0,0,                    ,178,-36.3
21/01 14:56:42,-28,0,0,                    ,178,-36.3
21/01 14:56:43,-28,0,0,                    ,178,-33.88
21/01 14:56:44,-28,0,0,                    ,178,-33.88
21/01 14:56:45,-28,0,0,                    ,178,-33.88
21/01 14:56:46,-30,0,0,                    ,180,-33.88
21/01 14:56:47,-30,0,0,                    ,180,-36.3
21/01 14:56:48,-30,0,0,                    ,181,-36.3
21/01 14:56:49,-30,0,0,                    ,181,-36.3
21/01 14:56:50,-30,0,0,                    ,181,-36.3
21/01 14:56:51,-30,0,0,                    ,181,-36.3
21/01 14:56:52,-30,0,0,                    ,181,-36.3
21/01 14:56:53,-30,0,0,                    ,182,-36.3
21/01 14:56:54,-30,0,0,                    ,182,-36.3
21/01 14:56:55,-28,0,0,                    ,183,-36.3
21/01 14:56:56,-28,0,0,                    ,183,-36.3
21/01 14:56:57,-28,0,0,                    ,183,-33.88
21/01 14:56:58,-28,0,0,                    ,183,-33.88
21/01 14:56:59,-28,0,0,                    ,185,-33.88
21/01 14:57:00,-28,0,0,                    ,185,-33.88
21/01 14:57:01,-28,0,0,                    ,185,-33.88
21/01 14:57:02,-28,0,0,                    ,186,-33.88
21/01 14:57:03,-28,0,0,                    ,186,-33.88
21/01 14:57:04,-28,0,0,                    ,186,-33.88
21/01 14:57:05,-28,0,0,                    ,186,-33.88
21/01 14:57:06,-28,0,0,                    ,188,-33.88
21/01 14:57:07,-28,0,0,                    ,188,-33.88
21/01 14:57:08,-31,0,0,                    ,189,-33.88
21/01 14:57:09,-31,0,0,                    ,189,-33.88
21/01 14:57:10,-31,0,0,                    ,189,-37.51
21/01 14:57:11,-31,0,0,                    ,189,-37.51
21/01 14:57:12,-31,0,0,                    ,189,-37.51
21/01 14:57:13,-31,0,0,                    ,191,-37.51
21/01 14:57:14,-31,0,0,                    ,191,-37.51
21/01 14:57:15,-31,0,0,                    ,191,-37.51
21/01 14:57:16,-31,0,0,                    ,191,-37.51
21/01 14:57:17,-29,0,0,                    ,193,-37.51
21/01 14:57:18,-29,0,0,                    ,193,-37.51
21/01 14:57:20,-29,0,0,                    ,193,-35.09
21/01 14:57:21,-29,0,0,                    ,193,-35.09
21/01 14:57:22,-29,0,0,                    ,193,-35.09
21/01 14:57:23,-29,0,0,                    ,194,-35.09
21/01 14:57:24,-29,0,0,                    ,194,-35.09
21/01 14:57:25,-29,0,0,                    ,195,-35.09
21/01 14:57:26,-29,0,0,                    ,195,-35.09
21/01 14:57:27,-31,0,0,                    ,196,-35.09
21/01 14:57:28,-31,0,0,                    ,196,-35.09
21/01 14:57:29,-31,0,0,                    ,196,-37.51
21/01 14:57:30,-31,0,0,                    ,196,-37.51
21/01 14:57:31,-31,0,0,                    ,196,-37.51
21/01 14:57:32,-28,0,0,                    ,198,-37.51
21/01 14:57:33,-28,0,0,                    ,198,-37.51
21/01 14:57:34,-28,0,0,                    ,199,-33.88
21/01 14:57:35,-28,0,0,                    ,199,-33.88
21/01 14:57:36,-28,0,0,                    ,199,-33.88
21/01 14:57:37,-28,0,0,                    ,199,-33.88
21/01 14:57:38,-28,0,0,                    ,201,-33.88
21/01 14:57:39,-28,0,0,                    ,201,-33.88
21/01 14:57:40,-28,0,0,                    ,201,-33.88
21/01 14:57:41,-28,0,0,                    ,201,-33.88
21/01 14:57:42,-28,0,0,                    ,201,-33.88
21/01 14:57:43,-28,0,0,                    ,203,-33.88
21/01 14:57:44,-28,0,0,                    ,203,-33.88
21/01 14:57:45,-28,0,0,                    ,203,-33.88
21/01 14:57:46,-28,0,0,                    ,203,-33.88
