Infotrol,
13:09:09,jueves, 21 de enero de 2021,

,,,%Anode d1-5%,,,

,VP,VP,VP,                    ,VP,VP
,00108 RSSI          ,00108 Inc_m         ,00108 Inc_max       ,                    ,00108 Num_Pkt       ,00108 Ianode        
21/01 11:49:49,-18,0,0,                    ,534,-21.78
21/01 11:49:50,-18,0,0,                    ,536,-21.78
21/01 11:49:51,-18,0,0,                    ,536,-21.78
21/01 11:49:52,-18,0,0,                    ,536,-21.78
21/01 11:49:53,-18,0,0,                    ,536,-21.78
21/01 11:49:54,-18,0,0,                    ,538,-21.78
21/01 11:49:55,-18,0,0,                    ,538,-21.78
21/01 11:49:56,-18,0,0,                    ,538,-21.78
21/01 11:49:57,-18,0,0,                    ,538,-21.78
21/01 11:49:58,-16,0,0,                    ,539,-21.78
21/01 11:49:59,-16,0,0,                    ,539,-21.78
21/01 11:50:00,-16,0,0,                    ,539,-19.36
21/01 11:50:01,-16,0,0,                    ,539,-19.36
21/01 11:50:02,-16,0,0,                    ,539,-19.36
21/01 11:50:03,-18,0,0,                    ,541,-19.36
21/01 11:50:04,-18,0,0,                    ,541,-19.36
21/01 11:50:05,-18,0,0,                    ,542,-21.78
21/01 11:50:06,-18,0,0,                    ,542,-21.78
21/01 11:50:07,-15,0,0,                    ,543,-21.78
21/01 11:50:08,-15,0,0,                    ,543,-21.78
21/01 11:50:09,-15,0,0,                    ,544,-18.15
21/01 11:50:10,-15,0,0,                    ,544,-18.15
21/01 11:50:11,-15,0,0,                    ,544,-18.15
21/01 11:50:12,-15,0,0,                    ,544,-18.15
21/01 11:50:13,-15,0,0,                    ,544,-18.15
21/01 11:50:14,-15,0,0,                    ,544,-18.15
21/01 11:50:15,-15,0,0,                    ,544,-18.15
21/01 11:50:16,-15,0,0,                    ,546,-18.15
21/01 11:50:17,-15,0,0,                    ,546,-18.15
21/01 11:50:18,-15,0,0,                    ,546,-18.15
21/01 11:50:19,-15,0,0,                    ,546,-18.15
21/01 11:50:20,-15,0,0,                    ,548,-18.15
21/01 11:50:21,-15,0,0,                    ,548,-18.15
21/01 11:50:22,-18,0,0,                    ,549,-18.15
21/01 11:50:23,-18,0,0,                    ,549,-18.15
21/01 11:50:24,-18,0,0,                    ,549,-21.78
21/01 11:50:25,-18,0,0,                    ,549,-21.78
21/01 11:50:26,-18,0,0,                    ,549,-21.78
21/01 11:50:27,-16,0,0,                    ,551,-21.78
21/01 11:50:28,-16,0,0,                    ,551,-19.36
21/01 11:50:29,-15,0,0,                    ,552,-19.36
21/01 11:50:30,-15,0,0,                    ,552,-18.15
21/01 11:50:31,-15,0,0,                    ,552,-18.15
21/01 11:50:32,-15,0,0,                    ,552,-18.15
21/01 11:50:33,-18,0,0,                    ,553,-18.15
21/01 11:50:34,-18,0,0,                    ,553,-18.15
21/01 11:50:35,-18,0,0,                    ,554,-21.78
21/01 11:50:36,-18,0,0,                    ,554,-21.78
21/01 11:50:37,-18,0,0,                    ,554,-21.78
21/01 11:50:38,-18,0,0,                    ,554,-21.78
21/01 11:50:39,-18,0,0,                    ,554,-21.78
21/01 11:50:40,-15,0,0,                    ,556,-21.78
21/01 11:50:41,-15,0,0,                    ,556,-21.78
21/01 11:50:42,-18,0,0,                    ,557,-18.15
21/01 11:50:43,-18,0,0,                    ,557,-18.15
21/01 11:50:44,-18,0,0,                    ,557,-21.78
21/01 11:50:45,-18,0,0,                    ,557,-21.78
21/01 11:50:46,-18,0,0,                    ,559,-21.78
21/01 11:50:47,-18,0,0,                    ,559,-21.78
21/01 11:50:48,-18,0,0,                    ,559,-21.78
21/01 11:50:49,-18,0,0,                    ,559,-21.78
21/01 11:50:50,-18,0,0,                    ,559,-21.78
21/01 11:50:51,-18,0,0,                    ,559,-21.78
21/01 11:50:52,-18,0,0,                    ,559,-21.78
21/01 11:50:53,-18,0,0,                    ,561,-21.78
21/01 11:50:54,-18,0,0,                    ,561,-21.78
21/01 11:50:56,-18,0,0,                    ,562,-21.78
21/01 11:50:57,-18,0,0,                    ,562,-21.78
21/01 11:50:58,-18,0,0,                    ,562,-21.78
21/01 11:50:59,-18,0,0,                    ,562,-21.78
21/01 11:51:00,-18,0,0,                    ,562,-21.78
21/01 11:51:01,-16,0,0,                    ,564,-21.78
21/01 11:51:02,-16,0,0,                    ,564,-19.36
21/01 11:51:03,-16,0,0,                    ,564,-19.36
21/01 11:51:04,-16,0,0,                    ,564,-19.36
21/01 11:51:05,-16,0,0,                    ,564,-19.36
21/01 11:51:06,-16,0,0,                    ,564,-19.36
21/01 11:51:07,-15,0,0,                    ,567,-19.36
21/01 11:51:08,-15,0,0,                    ,567,-19.36
21/01 11:51:09,-15,0,0,                    ,567,-18.15
21/01 11:51:10,-15,0,0,                    ,567,-18.15
21/01 11:51:11,-15,0,0,                    ,567,-18.15
21/01 11:51:12,-15,0,0,                    ,569,-18.15
21/01 11:51:13,-15,0,0,                    ,569,-18.15
21/01 11:51:14,-18,0,0,                    ,570,-18.15
21/01 11:51:15,-18,0,0,                    ,570,-18.15
21/01 11:51:16,-18,0,0,                    ,570,-21.78
21/01 11:51:17,-18,0,0,                    ,570,-21.78
21/01 11:51:18,-18,0,0,                    ,570,-21.78
21/01 11:51:19,-18,0,0,                    ,571,-21.78
21/01 11:51:20,-18,0,0,                    ,571,-21.78
21/01 11:51:21,-16,0,0,                    ,572,-21.78
21/01 11:51:22,-16,0,0,                    ,572,-19.36
21/01 11:51:23,-16,0,0,                    ,572,-19.36
21/01 11:51:24,-16,0,0,                    ,572,-19.36
21/01 11:51:25,-18,0,0,                    ,574,-19.36
21/01 11:51:26,-18,0,0,                    ,574,-19.36
21/01 11:51:27,-18,0,0,                    ,575,-21.78
21/01 11:51:28,-18,0,0,                    ,575,-21.78
21/01 11:51:29,-18,0,0,                    ,575,-21.78
21/01 11:51:30,-18,0,0,                    ,576,-21.78
21/01 11:51:31,-18,0,0,                    ,576,-21.78
21/01 11:51:32,-15,0,0,                    ,577,-21.78
21/01 11:51:33,-15,0,0,                    ,577,-21.78
21/01 11:51:34,-15,0,0,                    ,577,-18.15
21/01 11:51:36,-15,0,0,                    ,577,-18.15
21/01 11:51:37,-18,0,0,                    ,579,-18.15
21/01 11:51:38,-18,0,0,                    ,579,-18.15
21/01 11:51:39,-18,0,0,                    ,580,-21.78
21/01 11:51:40,-18,0,0,                    ,580,-21.78
21/01 11:51:41,-18,0,0,                    ,580,-21.78
21/01 11:51:42,-18,0,0,                    ,580,-21.78
21/01 11:51:43,-18,0,0,                    ,580,-21.78
21/01 11:51:44,-21,0,0,                    ,581,-21.78
21/01 11:51:45,-21,0,0,                    ,581,-25.41
21/01 11:51:46,-41,0,0,                    ,582,-25.41
21/01 11:51:47,-41,0,0,                    ,582,-25.41
21/01 11:51:48,-41,0,0,                    ,582,-49.61
21/01 11:51:49,-41,0,0,                    ,582,-49.61
21/01 11:51:50,-41,0,0,                    ,584,-49.61
21/01 11:51:51,-41,0,0,                    ,584,-49.61
21/01 11:51:52,-41,0,0,                    ,584,-49.61
21/01 11:51:53,-42,0,0,                    ,585,-49.61
21/01 11:51:54,-42,0,0,                    ,585,-50.82
21/01 11:51:55,-42,0,0,                    ,585,-50.82
21/01 11:51:56,-42,0,0,                    ,585,-50.82
21/01 11:51:57,-38,0,0,                    ,587,-50.82
21/01 11:51:58,-38,0,0,                    ,587,-50.82
21/01 11:51:59,-38,0,0,                    ,587,-45.98
21/01 11:52:00,-38,0,0,                    ,587,-45.98
21/01 11:52:01,-38,0,0,                    ,587,-45.98
21/01 11:52:02,-38,0,0,                    ,587,-45.98
21/01 11:52:03,-38,0,0,                    ,587,-45.98
21/01 11:52:04,-37,0,0,                    ,590,-45.98
21/01 11:52:05,-37,0,0,                    ,590,-44.77
21/01 11:52:06,-37,0,0,                    ,590,-44.77
21/01 11:52:07,-37,0,0,                    ,590,-44.77
21/01 11:52:08,-37,0,0,                    ,590,-44.77
21/01 11:52:09,-37,0,0,                    ,590,-44.77
21/01 11:52:10,-42,0,0,                    ,592,-44.77
21/01 11:52:11,-42,0,0,                    ,592,-44.77
21/01 11:52:12,-42,0,0,                    ,592,-50.82
21/01 11:52:13,-42,0,0,                    ,593,-50.82
21/01 11:52:14,-42,0,0,                    ,593,-50.82
21/01 11:52:15,-42,0,0,                    ,593,-50.82
21/01 11:52:16,-42,0,0,                    ,593,-50.82
21/01 11:52:17,-42,0,0,                    ,595,-50.82
21/01 11:52:18,-42,0,0,                    ,595,-50.82
21/01 11:52:19,-42,0,0,                    ,595,-50.82
21/01 11:52:20,-42,0,0,                    ,595,-50.82
21/01 11:52:21,-42,0,0,                    ,597,-50.82
21/01 11:52:22,-42,0,0,                    ,597,-50.82
21/01 11:52:23,-42,0,0,                    ,597,-50.82
21/01 11:52:24,-42,0,0,                    ,597,-50.82
21/01 11:52:25,-42,0,0,                    ,597,-50.82
21/01 11:52:26,-42,0,0,                    ,597,-50.82
21/01 11:52:27,-42,0,0,                    ,597,-50.82
21/01 11:52:28,-42,0,0,                    ,597,-50.82
21/01 11:52:29,-42,0,0,                    ,597,-50.82
21/01 11:52:30,-42,0,0,                    ,597,-50.82
21/01 11:52:31,-38,0,0,                    ,600,-50.82
21/01 11:52:32,-38,0,0,                    ,600,-45.98
21/01 11:52:33,-38,0,0,                    ,600,-45.98
21/01 11:52:34,-38,0,0,                    ,600,-45.98
21/01 11:52:35,-42,0,0,                    ,602,-45.98
21/01 11:52:36,-42,0,0,                    ,602,-45.98
21/01 11:52:37,-42,0,0,                    ,603,-50.82
21/01 11:52:38,-42,0,0,                    ,603,-50.82
21/01 11:52:39,-42,0,0,                    ,603,-50.82
21/01 11:52:41,-42,0,0,                    ,603,-50.82
21/01 11:52:42,-42,0,0,                    ,603,-50.82
21/01 11:52:43,-45,0,0,                    ,605,-50.82
21/01 11:52:44,-45,0,0,                    ,605,-54.45
21/01 11:52:45,-45,0,0,                    ,605,-54.45
21/01 11:52:46,-45,0,0,                    ,605,-54.45
21/01 11:52:47,-39,0,0,                    ,607,-54.45
21/01 11:52:48,-39,0,0,                    ,607,-54.45
21/01 11:52:49,-42,0,0,                    ,608,-47.19
21/01 11:52:50,-42,0,0,                    ,608,-47.19
21/01 11:52:51,-42,0,0,                    ,608,-50.82
21/01 11:52:52,-42,0,0,                    ,608,-50.82
21/01 11:52:53,-42,0,0,                    ,608,-50.82
21/01 11:52:54,-42,0,0,                    ,608,-50.82
21/01 11:52:55,-42,0,0,                    ,608,-50.82
21/01 11:52:56,-42,0,0,                    ,610,-50.82
21/01 11:52:57,-42,0,0,                    ,610,-50.82
21/01 11:52:58,-42,0,0,                    ,610,-50.82
21/01 11:52:59,-42,0,0,                    ,610,-50.82
21/01 11:53:00,-42,0,0,                    ,612,-50.82
21/01 11:53:01,-42,0,0,                    ,612,-50.82
21/01 11:53:02,-42,0,0,                    ,612,-50.82
21/01 11:53:03,-42,0,0,                    ,613,-50.82
21/01 11:53:04,-42,0,0,                    ,613,-50.82
21/01 11:53:05,-42,0,0,                    ,613,-50.82
21/01 11:53:06,-42,0,0,                    ,613,-50.82
21/01 11:53:07,-39,0,0,                    ,615,-50.82
21/01 11:53:08,-39,0,0,                    ,615,-50.82
21/01 11:53:09,-39,0,0,                    ,615,-47.19
21/01 11:53:10,-39,0,0,                    ,615,-47.19
21/01 11:53:11,-39,0,0,                    ,615,-47.19
21/01 11:53:12,-39,0,0,                    ,615,-47.19
21/01 11:53:13,-39,0,0,                    ,615,-47.19
21/01 11:53:14,-39,0,0,                    ,617,-47.19
21/01 11:53:15,-39,0,0,                    ,617,-47.19
21/01 11:53:16,-39,0,0,                    ,618,-47.19
21/01 11:53:17,-39,0,0,                    ,618,-47.19
21/01 11:53:18,-39,0,0,                    ,618,-47.19
21/01 11:53:19,-39,0,0,                    ,618,-47.19
21/01 11:53:20,-30,0,0,                    ,620,-47.19
21/01 11:53:21,-30,0,0,                    ,620,-47.19
21/01 11:53:22,-30,0,0,                    ,621,-36.3
21/01 11:53:23,-30,0,0,                    ,621,-36.3
21/01 11:53:24,-30,0,0,                    ,622,-36.3
21/01 11:53:25,-30,0,0,                    ,622,-36.3
21/01 11:53:26,-35,0,0,                    ,623,-36.3
21/01 11:53:27,-35,0,0,                    ,623,-36.3
21/01 11:53:28,-35,0,0,                    ,623,-42.35
21/01 11:53:29,-35,0,0,                    ,623,-42.35
21/01 11:53:30,-35,0,0,                    ,623,-42.35
21/01 11:53:31,-35,0,0,                    ,623,-42.35
21/01 11:53:32,-35,0,0,                    ,623,-42.35
21/01 11:53:33,-43,0,0,                    ,625,-42.35
21/01 11:53:34,-43,0,0,                    ,625,-42.35
21/01 11:53:35,-43,0,0,                    ,626,-52.03
21/01 11:53:36,-43,0,0,                    ,626,-52.03
21/01 11:53:37,-43,0,0,                    ,626,-52.03
21/01 11:53:38,-43,0,0,                    ,626,-52.03
21/01 11:53:39,-43,0,0,                    ,626,-52.03
21/01 11:53:40,-30,0,0,                    ,628,-52.03
21/01 11:53:41,-30,0,0,                    ,628,-36.3
21/01 11:53:42,-30,0,0,                    ,628,-36.3
21/01 11:53:43,-30,0,0,                    ,628,-36.3
21/01 11:53:44,-36,0,0,                    ,630,-36.3
21/01 11:53:45,-36,0,0,                    ,630,-36.3
21/01 11:53:47,-36,0,0,                    ,631,-43.56
21/01 11:53:48,-36,0,0,                    ,631,-43.56
21/01 11:53:49,-36,0,0,                    ,631,-43.56
21/01 11:53:50,-36,0,0,                    ,631,-43.56
21/01 11:53:51,-36,0,0,                    ,631,-43.56
21/01 11:53:52,-36,0,0,                    ,633,-43.56
21/01 11:53:53,-36,0,0,                    ,633,-43.56
21/01 11:53:54,-36,0,0,                    ,633,-43.56
21/01 11:53:55,-36,0,0,                    ,633,-43.56
21/01 11:53:56,-36,0,0,                    ,633,-43.56
21/01 11:53:57,-36,0,0,                    ,633,-43.56
21/01 11:53:58,-36,0,0,                    ,635,-43.56
21/01 11:53:59,-36,0,0,                    ,635,-43.56
21/01 11:54:00,-36,0,0,                    ,635,-43.56
21/01 11:54:01,-35,0,0,                    ,636,-43.56
21/01 11:54:02,-35,0,0,                    ,636,-42.35
21/01 11:54:03,-35,0,0,                    ,636,-42.35
21/01 11:54:04,-35,0,0,                    ,636,-42.35
21/01 11:54:05,-36,0,0,                    ,638,-42.35
21/01 11:54:06,-36,0,0,                    ,638,-42.35
21/01 11:54:07,-36,0,0,                    ,639,-43.56
21/01 11:54:08,-36,0,0,                    ,639,-43.56
21/01 11:54:09,-36,0,0,                    ,639,-43.56
21/01 11:54:10,-36,0,0,                    ,639,-43.56
21/01 11:54:11,-36,0,0,                    ,639,-43.56
21/01 11:54:12,-30,0,0,                    ,641,-43.56
21/01 11:54:13,-30,0,0,                    ,641,-36.3
21/01 11:54:14,-30,0,0,                    ,641,-36.3
21/01 11:54:15,-30,0,0,                    ,641,-36.3
21/01 11:54:16,-30,0,0,                    ,641,-36.3
21/01 11:54:17,-30,0,0,                    ,641,-36.3
21/01 11:54:18,-36,0,0,                    ,643,-36.3
21/01 11:54:19,-36,0,0,                    ,643,-36.3
21/01 11:54:20,-34,0,0,                    ,644,-43.56
21/01 11:54:21,-34,0,0,                    ,644,-43.56
21/01 11:54:22,-34,0,0,                    ,644,-41.14
21/01 11:54:23,-34,0,0,                    ,644,-41.14
21/01 11:54:24,-34,0,0,                    ,644,-41.14
21/01 11:54:25,-36,0,0,                    ,646,-41.14
21/01 11:54:26,-36,0,0,                    ,646,-41.14
21/01 11:54:27,-36,0,0,                    ,646,-43.56
21/01 11:54:28,-36,0,0,                    ,646,-43.56
21/01 11:54:29,-36,0,0,                    ,648,-43.56
21/01 11:54:30,-36,0,0,                    ,648,-43.56
21/01 11:54:31,-30,0,0,                    ,649,-43.56
21/01 11:54:32,-30,0,0,                    ,649,-43.56
21/01 11:54:33,-30,0,0,                    ,649,-36.3
21/01 11:54:34,-30,0,0,                    ,649,-36.3
21/01 11:54:35,-30,0,0,                    ,649,-36.3
21/01 11:54:36,-35,0,0,                    ,650,-36.3
21/01 11:54:37,-35,0,0,                    ,650,-42.35
21/01 11:54:38,-35,0,0,                    ,651,-42.35
21/01 11:54:39,-35,0,0,                    ,651,-42.35
21/01 11:54:40,-35,0,0,                    ,651,-42.35
21/01 11:54:41,-35,0,0,                    ,651,-42.35
21/01 11:54:42,-17,0,0,                    ,653,-42.35
21/01 11:54:43,-17,0,0,                    ,653,-42.35
21/01 11:54:44,-15,0,0,                    ,654,-20.57
21/01 11:54:45,-15,0,0,                    ,654,-20.57
21/01 11:54:46,-15,0,0,                    ,654,-18.15
21/01 11:54:47,-15,0,0,                    ,654,-18.15
21/01 11:54:48,-15,0,0,                    ,655,-18.15
21/01 11:54:49,-15,0,0,                    ,655,-18.15
21/01 11:54:50,-15,0,0,                    ,655,-18.15
21/01 11:54:51,-15,0,0,                    ,656,-18.15
21/01 11:54:52,-15,0,0,                    ,656,-18.15
21/01 11:54:53,-16,0,0,                    ,657,-18.15
21/01 11:54:54,-16,0,0,                    ,657,-18.15
21/01 11:54:55,-16,0,0,                    ,658,-19.36
21/01 11:54:56,-16,0,0,                    ,658,-19.36
21/01 11:54:58,-18,0,0,                    ,659,-19.36
21/01 11:54:59,-18,0,0,                    ,659,-19.36
21/01 11:55:00,-18,0,0,                    ,659,-21.78
21/01 11:55:01,-18,0,0,                    ,659,-21.78
21/01 11:55:02,-16,0,0,                    ,661,-21.78
21/01 11:55:03,-16,0,0,                    ,661,-21.78
21/01 11:55:04,-16,0,0,                    ,662,-19.36
21/01 11:55:05,-16,0,0,                    ,662,-19.36
21/01 11:55:06,-16,0,0,                    ,662,-19.36
21/01 11:55:07,-16,0,0,                    ,662,-19.36
21/01 11:55:08,-16,0,0,                    ,662,-19.36
21/01 11:55:09,-18,0,0,                    ,663,-19.36
21/01 11:55:10,-18,0,0,                    ,663,-21.78
21/01 11:55:11,-18,0,0,                    ,664,-21.78
21/01 11:55:12,-18,0,0,                    ,664,-21.78
21/01 11:55:13,-18,0,0,                    ,664,-21.78
21/01 11:55:14,-18,0,0,                    ,664,-21.78
21/01 11:55:15,-16,0,0,                    ,666,-21.78
21/01 11:55:16,-16,0,0,                    ,666,-21.78
21/01 11:55:17,-16,0,0,                    ,667,-19.36
21/01 11:55:18,-16,0,0,                    ,667,-19.36
21/01 11:55:19,-16,0,0,                    ,667,-19.36
21/01 11:55:20,-16,0,0,                    ,667,-19.36
21/01 11:55:21,-16,0,0,                    ,667,-19.36
21/01 11:55:22,-16,0,0,                    ,669,-19.36
21/01 11:55:23,-16,0,0,                    ,669,-19.36
21/01 11:55:24,-16,0,0,                    ,669,-19.36
21/01 11:55:25,-16,0,0,                    ,669,-19.36
21/01 11:55:26,-16,0,0,                    ,671,-19.36
21/01 11:55:27,-16,0,0,                    ,671,-19.36
21/01 11:55:28,-16,0,0,                    ,671,-19.36
21/01 11:55:29,-16,0,0,                    ,671,-19.36
21/01 11:55:30,-16,0,0,                    ,671,-19.36
21/01 11:55:31,-18,0,0,                    ,672,-19.36
21/01 11:55:32,-18,0,0,                    ,672,-21.78
21/01 11:55:33,-18,0,0,                    ,672,-21.78
21/01 11:55:34,-18,0,0,                    ,672,-21.78
21/01 11:55:35,-16,0,0,                    ,674,-21.78
21/01 11:55:36,-16,0,0,                    ,674,-21.78
21/01 11:55:37,-16,0,0,                    ,674,-19.36
21/01 11:55:38,-16,0,0,                    ,674,-19.36
21/01 11:55:39,-16,0,0,                    ,674,-19.36
21/01 11:55:40,-16,0,0,                    ,676,-19.36
21/01 11:55:41,-16,0,0,                    ,676,-19.36
21/01 11:55:42,-16,0,0,                    ,677,-19.36
21/01 11:55:43,-16,0,0,                    ,677,-19.36
21/01 11:55:44,-16,0,0,                    ,677,-19.36
21/01 11:55:45,-16,0,0,                    ,677,-19.36
21/01 11:55:46,-16,0,0,                    ,679,-19.36
21/01 11:55:47,-16,0,0,                    ,679,-19.36
21/01 11:55:48,-16,0,0,                    ,679,-19.36
21/01 11:55:49,-16,0,0,                    ,679,-19.36
21/01 11:55:50,-18,0,0,                    ,680,-19.36
21/01 11:55:51,-18,0,0,                    ,680,-19.36
21/01 11:55:52,-18,0,0,                    ,681,-21.78
21/01 11:55:53,-18,0,0,                    ,681,-21.78
21/01 11:55:54,-18,0,0,                    ,681,-21.78
21/01 11:55:55,-18,0,0,                    ,682,-21.78
21/01 11:55:56,-18,0,0,                    ,682,-21.78
21/01 11:55:57,-18,0,0,                    ,682,-21.78
21/01 11:55:58,-18,0,0,                    ,682,-21.78
21/01 11:55:59,-18,0,0,                    ,684,-21.78
21/01 11:56:00,-18,0,0,                    ,684,-21.78
21/01 11:56:01,-18,0,0,                    ,684,-21.78
21/01 11:56:02,-18,0,0,                    ,684,-21.78
21/01 11:56:04,-18,0,0,                    ,684,-21.78
21/01 11:56:05,-18,0,0,                    ,684,-21.78
21/01 11:56:06,-18,0,0,                    ,686,-21.78
21/01 11:56:07,-18,0,0,                    ,686,-21.78
21/01 11:56:08,-18,0,0,                    ,686,-21.78
21/01 11:56:09,-34,0,0,                    ,687,-21.78
21/01 11:56:10,-34,0,0,                    ,687,-41.14
21/01 11:56:11,-34,0,0,                    ,687,-41.14
21/01 11:56:12,-34,0,0,                    ,687,-41.14
21/01 11:56:13,-39,0,0,                    ,689,-41.14
21/01 11:56:14,-39,0,0,                    ,689,-41.14
21/01 11:56:15,-39,0,0,                    ,690,-47.19
21/01 11:56:16,-39,0,0,                    ,690,-47.19
21/01 11:56:17,-39,0,0,                    ,690,-47.19
21/01 11:56:18,-39,0,0,                    ,690,-47.19
21/01 11:56:19,-39,0,0,                    ,690,-47.19
21/01 11:56:20,-33,0,0,                    ,692,-47.19
21/01 11:56:21,-33,0,0,                    ,692,-39.93
21/01 11:56:22,-33,0,0,                    ,692,-39.93
21/01 11:56:23,-33,0,0,                    ,692,-39.93
21/01 11:56:24,-36,0,0,                    ,694,-39.93
21/01 11:56:25,-36,0,0,                    ,694,-39.93
21/01 11:56:26,-36,0,0,                    ,694,-43.56
21/01 11:56:27,-36,0,0,                    ,694,-43.56
21/01 11:56:28,-33,0,0,                    ,695,-43.56
21/01 11:56:29,-33,0,0,                    ,695,-43.56
21/01 11:56:30,-33,0,0,                    ,695,-39.93
21/01 11:56:31,-33,0,0,                    ,695,-39.93
21/01 11:56:32,-33,0,0,                    ,695,-39.93
21/01 11:56:33,-34,0,0,                    ,697,-39.93
21/01 11:56:34,-34,0,0,                    ,697,-39.93
21/01 11:56:35,-34,0,0,                    ,697,-41.14
21/01 11:56:36,-34,0,0,                    ,697,-41.14
21/01 11:56:37,-34,0,0,                    ,699,-41.14
21/01 11:56:38,-34,0,0,                    ,699,-41.14
21/01 11:56:39,-34,0,0,                    ,699,-41.14
21/01 11:56:40,-33,0,0,                    ,700,-41.14
21/01 11:56:41,-33,0,0,                    ,700,-39.93
21/01 11:56:42,-33,0,0,                    ,700,-39.93
21/01 11:56:43,-33,0,0,                    ,700,-39.93
21/01 11:56:44,-33,0,0,                    ,702,-39.93
21/01 11:56:45,-33,0,0,                    ,702,-39.93
21/01 11:56:46,-33,0,0,                    ,702,-39.93
21/01 11:56:47,-33,0,0,                    ,702,-39.93
21/01 11:56:48,-33,0,0,                    ,702,-39.93
21/01 11:56:49,-33,0,0,                    ,702,-39.93
21/01 11:56:50,-34,0,0,                    ,704,-39.93
21/01 11:56:51,-34,0,0,                    ,704,-39.93
21/01 11:56:52,-34,0,0,                    ,704,-41.14
21/01 11:56:53,-33,0,0,                    ,705,-41.14
21/01 11:56:54,-33,0,0,                    ,705,-39.93
21/01 11:56:55,-33,0,0,                    ,705,-39.93
21/01 11:56:56,-33,0,0,                    ,705,-39.93
21/01 11:56:57,-33,0,0,                    ,707,-39.93
21/01 11:56:58,-33,0,0,                    ,707,-39.93
21/01 11:56:59,-33,0,0,                    ,707,-39.93
21/01 11:57:00,-33,0,0,                    ,708,-39.93
21/01 11:57:01,-33,0,0,                    ,708,-39.93
21/01 11:57:02,-33,0,0,                    ,708,-39.93
21/01 11:57:03,-33,0,0,                    ,708,-39.93
21/01 11:57:04,-33,0,0,                    ,710,-39.93
21/01 11:57:05,-33,0,0,                    ,710,-39.93
21/01 11:57:06,-33,0,0,                    ,710,-39.93
21/01 11:57:07,-33,0,0,                    ,710,-39.93
21/01 11:57:08,-33,0,0,                    ,712,-39.93
21/01 11:57:09,-33,0,0,                    ,712,-39.93
21/01 11:57:10,-33,0,0,                    ,712,-39.93
21/01 11:57:11,-33,0,0,                    ,712,-39.93
21/01 11:57:12,-33,0,0,                    ,712,-39.93
21/01 11:57:13,-33,0,0,                    ,713,-39.93
21/01 11:57:14,-33,0,0,                    ,713,-39.93
21/01 11:57:15,-33,0,0,                    ,713,-39.93
21/01 11:57:17,-33,0,0,                    ,713,-39.93
21/01 11:57:18,-33,0,0,                    ,715,-39.93
21/01 11:57:19,-33,0,0,                    ,715,-39.93
21/01 11:57:20,-33,0,0,                    ,715,-39.93
21/01 11:57:21,-33,0,0,                    ,715,-39.93
21/01 11:57:22,-34,0,0,                    ,717,-39.93
21/01 11:57:23,-34,0,0,                    ,717,-39.93
21/01 11:57:24,-39,0,0,                    ,718,-41.14
21/01 11:57:25,-39,0,0,                    ,718,-41.14
21/01 11:57:26,-39,0,0,                    ,718,-47.19
21/01 11:57:27,-39,0,0,                    ,718,-47.19
21/01 11:57:28,-39,0,0,                    ,718,-47.19
21/01 11:57:29,-39,0,0,                    ,718,-47.19
21/01 11:57:30,-39,0,0,                    ,718,-47.19
21/01 11:57:31,-39,0,0,                    ,720,-47.19
21/01 11:57:32,-39,0,0,                    ,720,-47.19
21/01 11:57:33,-39,0,0,                    ,720,-47.19
21/01 11:57:34,-39,0,0,                    ,720,-47.19
21/01 11:57:35,-33,0,0,                    ,722,-47.19
21/01 11:57:36,-33,0,0,                    ,722,-47.19
21/01 11:57:37,-33,0,0,                    ,722,-39.93
21/01 11:57:38,-34,0,0,                    ,723,-39.93
21/01 11:57:39,-34,0,0,                    ,723,-41.14
21/01 11:57:40,-34,0,0,                    ,723,-41.14
21/01 11:57:41,-34,0,0,                    ,723,-41.14
21/01 11:57:42,-34,0,0,                    ,725,-41.14
21/01 11:57:43,-34,0,0,                    ,725,-41.14
21/01 11:57:44,-32,0,0,                    ,726,-41.14
21/01 11:57:45,-32,0,0,                    ,726,-41.14
21/01 11:57:46,-32,0,0,                    ,726,-38.72
21/01 11:57:47,-32,0,0,                    ,726,-38.72
21/01 11:57:48,-32,0,0,                    ,726,-38.72
21/01 11:57:49,-32,0,0,                    ,727,-38.72
21/01 11:57:50,-32,0,0,                    ,727,-38.72
21/01 11:57:51,-32,0,0,                    ,728,-38.72
21/01 11:57:52,-32,0,0,                    ,728,-38.72
21/01 11:57:53,-32,0,0,                    ,728,-38.72
21/01 11:57:54,-32,0,0,                    ,728,-38.72
21/01 11:57:55,-34,0,0,                    ,730,-38.72
21/01 11:57:56,-34,0,0,                    ,730,-38.72
21/01 11:57:57,-34,0,0,                    ,730,-41.14
21/01 11:57:58,-34,0,0,                    ,730,-41.14
21/01 11:57:59,-34,0,0,                    ,730,-41.14
21/01 11:58:00,-34,0,0,                    ,730,-41.14
21/01 11:58:01,-34,0,0,                    ,730,-41.14
21/01 11:58:02,-37,0,0,                    ,733,-41.14
21/01 11:58:03,-37,0,0,                    ,733,-41.14
21/01 11:58:04,-37,0,0,                    ,733,-44.77
21/01 11:58:05,-37,0,0,                    ,733,-44.77
21/01 11:58:06,-34,0,0,                    ,735,-44.77
21/01 11:58:07,-34,0,0,                    ,735,-44.77
21/01 11:58:08,-34,0,0,                    ,735,-41.14
21/01 11:58:09,-34,0,0,                    ,736,-41.14
21/01 11:58:10,-34,0,0,                    ,736,-41.14
