Infotrol,
13:09:09,jueves, 21 de enero de 2021,

,,,%Anode d1-5%,,,

,VP,VP,VP,                    ,VP,VP
,00108 RSSI          ,00108 Inc_m         ,00108 Inc_max       ,                    ,00108 Num_Pkt       ,00108 Ianode        
21/01 11:22:35,0,0,0,                    ,0,0
21/01 11:22:36,0,0,0,                    ,0,0
21/01 11:22:37,0,0,0,                    ,0,0
21/01 11:22:38,0,0,0,                    ,0,0
21/01 11:22:39,0,0,0,                    ,0,0
21/01 11:22:40,0,0,0,                    ,0,0
21/01 11:22:41,0,0,0,                    ,0,0
21/01 11:22:43,0,0,0,                    ,0,0
21/01 11:22:44,0,0,0,                    ,0,0
21/01 11:22:45,0,0,0,                    ,0,0
21/01 11:22:46,0,0,0,                    ,0,0
21/01 11:22:47,0,0,0,                    ,0,0
21/01 11:22:48,0,0,0,                    ,0,0
21/01 11:22:49,0,0,0,                    ,0,0
21/01 11:22:50,0,0,0,                    ,0,0
21/01 11:22:51,0,0,0,                    ,0,0
21/01 11:22:52,0,0,0,                    ,0,0
21/01 11:22:53,0,0,0,                    ,0,0
21/01 11:22:54,0,0,0,                    ,0,0
21/01 11:22:55,0,0,0,                    ,0,0
21/01 11:22:56,0,0,0,                    ,0,0
21/01 11:22:57,0,0,0,                    ,0,0
21/01 11:22:58,0,0,0,                    ,0,0
21/01 11:22:59,0,0,0,                    ,0,0
21/01 11:23:00,0,0,0,                    ,0,0
21/01 11:23:01,0,0,0,                    ,0,0
21/01 11:23:02,0,0,0,                    ,0,0
21/01 11:23:03,0,0,0,                    ,0,0
21/01 11:23:04,0,0,0,                    ,0,0
21/01 11:23:05,0,0,0,                    ,0,0
21/01 11:23:06,0,0,0,                    ,0,0
21/01 11:23:07,0,0,0,                    ,0,0
21/01 11:23:08,0,0,0,                    ,0,0
21/01 11:23:09,0,0,0,                    ,0,0
21/01 11:23:10,0,0,0,                    ,0,0
21/01 11:23:11,0,0,0,                    ,0,0
21/01 11:23:12,0,0,0,                    ,0,0
21/01 11:23:13,0,0,0,                    ,0,0
21/01 11:23:14,0,0,0,                    ,0,0
21/01 11:23:15,0,0,0,                    ,0,0
21/01 11:23:16,0,0,0,                    ,0,0
21/01 11:23:17,0,0,0,                    ,0,0
21/01 11:23:18,0,0,0,                    ,0,0
21/01 11:23:19,0,0,0,                    ,0,0
21/01 11:23:20,0,0,0,                    ,0,0
21/01 11:23:21,0,0,0,                    ,0,0
21/01 11:23:22,0,0,0,                    ,0,0
21/01 11:23:23,0,0,0,                    ,0,0
21/01 11:23:24,0,0,0,                    ,0,0
21/01 11:23:25,0,0,0,                    ,0,0
21/01 11:23:26,0,0,0,                    ,0,0
21/01 11:23:27,0,0,0,                    ,0,0
21/01 11:23:28,0,0,0,                    ,0,0
21/01 11:23:29,0,0,0,                    ,0,0
21/01 11:23:30,0,0,0,                    ,0,0
21/01 11:23:31,0,0,0,                    ,0,0
21/01 11:23:32,0,0,0,                    ,0,0
21/01 11:23:33,0,0,0,                    ,0,0
21/01 11:23:34,0,0,0,                    ,0,0
21/01 11:23:35,0,0,0,                    ,0,0
21/01 11:23:36,0,0,0,                    ,0,0
21/01 11:23:37,0,0,0,                    ,0,0
21/01 11:23:38,0,0,0,                    ,0,0
21/01 11:23:39,0,0,0,                    ,0,0
21/01 11:23:40,0,0,0,                    ,0,0
21/01 11:23:41,0,0,0,                    ,0,0
21/01 11:23:42,0,0,0,                    ,0,0
21/01 11:23:43,0,0,0,                    ,0,0
21/01 11:23:44,0,0,0,                    ,0,0
21/01 11:23:45,0,0,0,                    ,0,0
21/01 11:23:46,0,0,0,                    ,0,0
21/01 11:23:47,0,0,0,                    ,0,0
21/01 11:23:48,0,0,0,                    ,0,0
21/01 11:23:49,0,0,0,                    ,0,0
21/01 11:23:50,0,0,0,                    ,0,0
21/01 11:23:51,0,0,0,                    ,0,0
21/01 11:23:52,0,0,0,                    ,0,0
21/01 11:23:53,0,0,0,                    ,0,0
21/01 11:23:55,0,0,0,                    ,0,0
21/01 11:23:56,0,0,0,                    ,0,0
21/01 11:23:57,0,0,0,                    ,0,0
21/01 11:23:58,0,0,0,                    ,0,0
21/01 11:23:59,0,0,0,                    ,0,0
21/01 11:24:00,0,0,0,                    ,0,0
21/01 11:24:01,0,0,0,                    ,0,0
21/01 11:24:02,0,0,0,                    ,0,0
21/01 11:24:03,0,0,0,                    ,0,0
21/01 11:24:04,0,0,0,                    ,0,0
21/01 11:24:05,0,0,0,                    ,0,0
21/01 11:24:06,0,0,0,                    ,0,0
21/01 11:24:07,0,0,0,                    ,0,0
21/01 11:24:08,0,0,0,                    ,0,0
21/01 11:24:09,0,0,0,                    ,0,0
21/01 11:24:10,0,0,0,                    ,0,0
21/01 11:24:12,0,0,0,                    ,0,0
21/01 11:24:13,0,0,0,                    ,0,0
21/01 11:24:14,0,0,0,                    ,0,0
21/01 11:24:15,0,0,0,                    ,0,0
21/01 11:24:16,0,0,0,                    ,0,0
21/01 11:24:17,0,0,0,                    ,0,0
21/01 11:24:18,0,0,0,                    ,0,0
21/01 11:24:19,0,0,0,                    ,0,0
21/01 11:24:20,0,0,0,                    ,0,0
21/01 11:24:21,0,0,0,                    ,0,0
21/01 11:24:22,0,0,0,                    ,0,0
21/01 11:24:23,0,0,0,                    ,0,0
21/01 11:24:24,0,0,0,                    ,0,0
21/01 11:24:25,0,0,0,                    ,0,0
21/01 11:24:26,0,0,0,                    ,0,0
21/01 11:24:27,0,0,0,                    ,0,0
21/01 11:24:28,0,0,0,                    ,0,0
21/01 11:24:29,0,0,0,                    ,0,0
21/01 11:24:30,0,0,0,                    ,0,0
21/01 11:24:31,0,0,0,                    ,0,0
21/01 11:24:32,0,0,0,                    ,0,0
21/01 11:24:33,0,0,0,                    ,0,0
21/01 11:24:34,0,0,0,                    ,0,0
21/01 11:24:35,0,0,0,                    ,0,0
21/01 11:24:36,0,0,0,                    ,0,0
21/01 11:24:37,0,0,0,                    ,0,0
21/01 11:24:38,0,0,0,                    ,0,0
21/01 11:24:39,0,0,0,                    ,0,0
21/01 11:24:40,0,0,0,                    ,0,0
21/01 11:24:41,0,0,0,                    ,0,0
21/01 11:24:42,0,0,0,                    ,0,0
21/01 11:24:43,0,0,0,                    ,0,0
21/01 11:24:44,0,0,0,                    ,0,0
21/01 11:24:45,0,0,0,                    ,0,0
21/01 11:24:46,0,0,0,                    ,0,0
21/01 11:24:47,0,0,0,                    ,0,0
21/01 11:24:48,0,0,0,                    ,0,0
21/01 11:24:49,0,0,0,                    ,0,0
21/01 11:24:50,0,0,0,                    ,0,0
21/01 11:24:51,0,0,0,                    ,0,0
21/01 11:24:52,0,0,0,                    ,0,0
21/01 11:24:53,0,0,0,                    ,0,0
21/01 11:24:54,0,0,0,                    ,0,0
21/01 11:24:55,0,0,0,                    ,0,0
21/01 11:24:56,0,0,0,                    ,0,0
21/01 11:24:57,0,0,0,                    ,0,0
21/01 11:24:58,0,0,0,                    ,0,0
21/01 11:24:59,0,0,0,                    ,0,0
21/01 11:25:00,0,0,0,                    ,0,0
21/01 11:25:01,0,0,0,                    ,0,0
21/01 11:25:02,0,0,0,                    ,0,0
21/01 11:25:03,0,0,0,                    ,0,0
21/01 11:25:04,0,0,0,                    ,0,0
21/01 11:25:05,0,0,0,                    ,0,0
21/01 11:25:06,0,0,0,                    ,0,0
21/01 11:25:07,0,0,0,                    ,0,0
21/01 11:25:08,0,0,0,                    ,0,0
21/01 11:25:09,0,0,0,                    ,0,0
21/01 11:25:10,0,0,0,                    ,0,0
21/01 11:25:11,0,0,0,                    ,0,0
21/01 11:25:13,0,0,0,                    ,0,0
21/01 11:25:14,0,0,0,                    ,0,0
21/01 11:25:15,0,0,0,                    ,0,0
21/01 11:25:16,0,0,0,                    ,0,0
21/01 11:25:17,0,0,0,                    ,0,0
21/01 11:25:18,0,0,0,                    ,0,0
21/01 11:25:19,0,0,0,                    ,0,0
21/01 11:25:20,0,0,0,                    ,0,0
21/01 11:25:21,0,0,0,                    ,0,0
21/01 11:25:22,0,0,0,                    ,0,0
21/01 11:25:23,0,0,0,                    ,0,0
21/01 11:25:24,0,0,0,                    ,0,0
21/01 11:25:25,0,0,0,                    ,0,0
21/01 11:25:26,0,0,0,                    ,0,0
21/01 11:25:27,0,0,0,                    ,0,0
21/01 11:25:28,0,0,0,                    ,0,0
21/01 11:25:29,0,0,0,                    ,0,0
21/01 11:25:30,0,0,0,                    ,0,0
21/01 11:25:31,0,0,0,                    ,0,0
21/01 11:25:32,0,0,0,                    ,0,0
21/01 11:25:33,0,0,0,                    ,0,0
21/01 11:25:34,0,0,0,                    ,0,0
21/01 11:25:35,0,0,0,                    ,0,0
21/01 11:25:36,0,0,0,                    ,0,0
21/01 11:25:37,0,0,0,                    ,0,0
21/01 11:25:38,0,0,0,                    ,0,0
21/01 11:25:39,0,0,0,                    ,0,0
21/01 11:25:40,0,0,0,                    ,0,0
21/01 11:25:41,0,0,0,                    ,0,0
21/01 11:25:42,0,0,0,                    ,0,0
21/01 11:25:43,0,0,0,                    ,0,0
21/01 11:25:44,0,0,0,                    ,0,0
21/01 11:25:45,0,0,0,                    ,0,0
21/01 11:25:46,0,0,0,                    ,0,0
21/01 11:25:47,0,0,0,                    ,0,0
21/01 11:25:48,0,0,0,                    ,0,0
21/01 11:25:49,0,0,0,                    ,0,0
21/01 11:25:50,0,0,0,                    ,0,0
21/01 11:25:51,0,0,0,                    ,0,0
21/01 11:25:52,0,0,0,                    ,0,0
21/01 11:25:53,0,0,0,                    ,0,0
21/01 11:25:54,0,0,0,                    ,0,0
21/01 11:25:55,0,0,0,                    ,0,0
21/01 11:25:56,0,0,0,                    ,0,0
21/01 11:25:57,0,0,0,                    ,0,0
21/01 11:25:58,0,0,0,                    ,0,0
21/01 11:25:59,0,0,0,                    ,0,0
21/01 11:26:01,0,0,0,                    ,0,0
21/01 11:26:02,0,0,0,                    ,0,0
21/01 11:26:03,0,0,0,                    ,0,0
21/01 11:26:04,0,0,0,                    ,0,0
21/01 11:26:05,0,0,0,                    ,0,0
21/01 11:26:06,0,0,0,                    ,0,0
21/01 11:26:07,0,0,0,                    ,0,0
21/01 11:26:08,0,0,0,                    ,0,0
21/01 11:26:09,0,0,0,                    ,0,0
21/01 11:26:10,0,0,0,                    ,0,0
21/01 11:26:11,0,0,0,                    ,0,0
21/01 11:26:12,0,0,0,                    ,0,0
21/01 11:26:13,0,0,0,                    ,0,0
21/01 11:26:14,0,0,0,                    ,0,0
21/01 11:26:15,0,0,0,                    ,0,0
21/01 11:26:16,0,0,0,                    ,0,0
21/01 11:26:17,0,0,0,                    ,0,0
21/01 11:26:18,0,0,0,                    ,0,0
21/01 11:26:19,0,0,0,                    ,0,0
21/01 11:26:20,0,0,0,                    ,0,0
21/01 11:26:21,0,0,0,                    ,0,0
21/01 11:26:22,0,0,0,                    ,0,0
21/01 11:26:23,0,0,0,                    ,0,0
21/01 11:26:24,0,0,0,                    ,0,0
21/01 11:26:25,0,0,0,                    ,0,0
21/01 11:26:26,0,0,0,                    ,0,0
21/01 11:26:27,0,0,0,                    ,0,0
21/01 11:26:28,0,0,0,                    ,0,0
21/01 11:26:29,0,0,0,                    ,0,0
21/01 11:26:30,0,0,0,                    ,0,0
21/01 11:26:31,0,0,0,                    ,0,0
21/01 11:26:32,0,0,0,                    ,0,0
21/01 11:26:33,0,0,0,                    ,0,0
21/01 11:26:34,0,0,0,                    ,0,0
21/01 11:26:35,0,0,0,                    ,0,0
21/01 11:26:36,0,0,0,                    ,0,0
21/01 11:26:37,0,0,0,                    ,0,0
21/01 11:26:38,0,0,0,                    ,0,0
21/01 11:26:39,0,0,0,                    ,0,0
21/01 11:26:40,0,0,0,                    ,0,0
21/01 11:26:42,0,0,0,                    ,0,0
21/01 11:26:43,0,0,0,                    ,0,0
21/01 11:26:44,0,0,0,                    ,0,0
21/01 11:26:45,0,0,0,                    ,0,0
21/01 11:26:46,0,0,0,                    ,0,0
21/01 11:26:47,0,0,0,                    ,0,0
21/01 11:26:48,0,0,0,                    ,0,0
21/01 11:26:49,0,0,0,                    ,0,0
21/01 11:26:50,0,0,0,                    ,0,0
21/01 11:26:51,0,0,0,                    ,0,0
21/01 11:26:52,0,0,0,                    ,0,0
21/01 11:26:53,0,0,0,                    ,0,0
21/01 11:26:54,0,0,0,                    ,0,0
21/01 11:26:55,0,0,0,                    ,0,0
21/01 11:26:56,0,0,0,                    ,0,0
21/01 11:26:57,0,0,0,                    ,0,0
21/01 11:26:58,0,0,0,                    ,0,0
21/01 11:26:59,0,0,0,                    ,0,0
21/01 11:27:00,0,0,0,                    ,0,0
21/01 11:27:01,0,0,0,                    ,0,0
21/01 11:27:02,0,0,0,                    ,0,0
21/01 11:27:03,0,0,0,                    ,0,0
21/01 11:27:04,0,0,0,                    ,0,0
21/01 11:27:05,0,0,0,                    ,0,0
21/01 11:27:06,0,0,0,                    ,0,0
21/01 11:27:07,0,0,0,                    ,0,0
21/01 11:27:08,0,0,0,                    ,0,0
21/01 11:27:09,0,0,0,                    ,0,0
21/01 11:27:10,0,0,0,                    ,0,0
21/01 11:27:11,0,0,0,                    ,0,0
21/01 11:27:12,0,0,0,                    ,0,0
21/01 11:27:13,0,0,0,                    ,0,0
21/01 11:27:14,0,0,0,                    ,0,0
21/01 11:27:15,0,0,0,                    ,0,0
21/01 11:27:16,0,0,0,                    ,0,0
21/01 11:27:17,0,0,0,                    ,0,0
21/01 11:27:18,0,0,0,                    ,0,0
21/01 11:27:19,0,0,0,                    ,0,0
21/01 11:27:20,0,0,0,                    ,0,0
21/01 11:27:21,0,0,0,                    ,0,0
21/01 11:27:22,0,0,0,                    ,0,0
21/01 11:27:23,0,0,0,                    ,0,0
21/01 11:27:24,0,0,0,                    ,0,0
21/01 11:27:25,0,0,0,                    ,0,0
21/01 11:27:26,0,0,0,                    ,0,0
21/01 11:27:27,0,0,0,                    ,0,0
21/01 11:27:28,0,0,0,                    ,0,0
21/01 11:27:29,0,0,0,                    ,0,0
21/01 11:27:30,0,0,0,                    ,0,0
21/01 11:27:31,0,0,0,                    ,0,0
21/01 11:27:32,0,0,0,                    ,0,0
21/01 11:27:33,0,0,0,                    ,0,0
21/01 11:27:34,-25,0,0,                    ,2,0
21/01 11:27:35,-25,0,0,                    ,2,0
21/01 11:27:36,-25,0,0,                    ,2,-30.25
21/01 11:27:37,-25,0,0,                    ,2,-30.25
21/01 11:27:38,-25,0,0,                    ,2,-30.25
21/01 11:27:39,-34,0,0,                    ,4,-30.25
21/01 11:27:40,-34,0,0,                    ,4,-41.14
21/01 11:27:41,-34,0,0,                    ,4,-41.14
21/01 11:27:42,-34,0,0,                    ,4,-41.14
21/01 11:27:43,-34,0,0,                    ,5,-41.14
21/01 11:27:44,-34,0,0,                    ,5,-41.14
21/01 11:27:45,-34,0,0,                    ,5,-41.14
21/01 11:27:46,-34,0,0,                    ,5,-41.14
21/01 11:27:47,-23,0,0,                    ,7,-41.14
21/01 11:27:49,-23,0,0,                    ,7,-27.83
21/01 11:27:50,-23,0,0,                    ,7,-27.83
21/01 11:27:51,-23,0,0,                    ,7,-27.83
21/01 11:27:52,-34,0,0,                    ,9,-27.83
21/01 11:27:53,-34,0,0,                    ,9,-27.83
21/01 11:27:54,-34,0,0,                    ,10,-41.14
21/01 11:27:55,-34,0,0,                    ,10,-41.14
21/01 11:27:56,-34,0,0,                    ,10,-41.14
21/01 11:27:58,-34,0,0,                    ,10,-41.14
21/01 11:27:59,-34,0,0,                    ,12,-41.14
21/01 11:28:00,-34,0,0,                    ,12,-41.14
21/01 11:28:01,-34,0,0,                    ,12,-41.14
21/01 11:28:02,-34,0,0,                    ,12,-41.14
21/01 11:28:03,-34,0,0,                    ,12,-41.14
21/01 11:28:04,-34,0,0,                    ,13,-41.14
21/01 11:28:05,-34,0,0,                    ,14,-41.14
21/01 11:28:06,-34,0,0,                    ,14,-41.14
21/01 11:28:07,-25,0,0,                    ,15,-41.14
21/01 11:28:08,-25,0,0,                    ,15,-41.14
21/01 11:28:09,-25,0,0,                    ,15,-30.25
21/01 11:28:10,-25,0,0,                    ,15,-30.25
21/01 11:28:11,-25,0,0,                    ,15,-30.25
21/01 11:28:12,-34,0,0,                    ,17,-30.25
21/01 11:28:13,-34,0,0,                    ,17,-41.14
21/01 11:28:14,-34,0,0,                    ,17,-41.14
21/01 11:28:15,-34,0,0,                    ,17,-41.14
21/01 11:28:16,-34,0,0,                    ,18,-41.14
21/01 11:28:17,-34,0,0,                    ,18,-41.14
21/01 11:28:18,-25,0,0,                    ,19,-41.14
21/01 11:28:19,-25,0,0,                    ,19,-30.25
21/01 11:28:20,-23,0,0,                    ,20,-30.25
21/01 11:28:21,-23,0,0,                    ,20,-27.83
21/01 11:28:22,-23,0,0,                    ,20,-27.83
21/01 11:28:23,-23,0,0,                    ,20,-27.83
21/01 11:28:24,-23,0,0,                    ,20,-27.83
21/01 11:28:25,-23,0,0,                    ,20,-27.83
21/01 11:28:26,-23,0,0,                    ,22,-27.83
21/01 11:28:27,-23,0,0,                    ,22,-27.83
21/01 11:28:28,-25,0,0,                    ,23,-27.83
21/01 11:28:29,-25,0,0,                    ,23,-27.83
21/01 11:28:30,-23,0,0,                    ,24,-30.25
21/01 11:28:31,-23,0,0,                    ,24,-30.25
21/01 11:28:32,-34,0,0,                    ,25,-27.83
21/01 11:28:33,-34,0,0,                    ,25,-27.83
21/01 11:28:34,-34,0,0,                    ,25,-41.14
21/01 11:28:35,-34,0,0,                    ,25,-41.14
21/01 11:28:36,-34,0,0,                    ,25,-41.14
21/01 11:28:37,-25,0,0,                    ,27,-41.14
21/01 11:28:38,-25,0,0,                    ,27,-30.25
21/01 11:28:39,-23,0,0,                    ,28,-30.25
21/01 11:28:40,-23,0,0,                    ,28,-27.83
21/01 11:28:41,-23,0,0,                    ,28,-27.83
21/01 11:28:42,-23,0,0,                    ,28,-27.83
21/01 11:28:43,-23,0,0,                    ,28,-27.83
21/01 11:28:44,-23,0,0,                    ,28,-27.83
21/01 11:28:45,-34,0,0,                    ,30,-27.83
21/01 11:28:46,-34,0,0,                    ,30,-27.83
21/01 11:28:47,-34,0,0,                    ,30,-41.14
21/01 11:28:48,-34,0,0,                    ,30,-41.14
21/01 11:28:49,-34,0,0,                    ,30,-41.14
21/01 11:28:50,-23,0,0,                    ,32,-41.14
21/01 11:28:51,-23,0,0,                    ,32,-41.14
21/01 11:28:52,-34,0,0,                    ,33,-27.83
21/01 11:28:53,-34,0,0,                    ,33,-27.83
21/01 11:28:54,-34,0,0,                    ,33,-41.14
21/01 11:28:55,-34,0,0,                    ,33,-41.14
21/01 11:28:56,-34,0,0,                    ,35,-41.14
21/01 11:28:57,-34,0,0,                    ,35,-41.14
21/01 11:28:58,-25,0,0,                    ,36,-41.14
21/01 11:28:59,-25,0,0,                    ,36,-41.14
21/01 11:29:00,-25,0,0,                    ,36,-30.25
21/01 11:29:01,-25,0,0,                    ,36,-30.25
21/01 11:29:02,-25,0,0,                    ,36,-30.25
21/01 11:29:03,-25,0,0,                    ,36,-30.25
21/01 11:29:05,-25,0,0,                    ,36,-30.25
21/01 11:29:06,-34,0,0,                    ,38,-30.25
21/01 11:29:07,-34,0,0,                    ,38,-41.14
21/01 11:29:08,-34,0,0,                    ,38,-41.14
21/01 11:29:09,-34,0,0,                    ,38,-41.14
21/01 11:29:10,-25,0,0,                    ,40,-41.14
21/01 11:29:11,-25,0,0,                    ,40,-41.14
21/01 11:29:12,-23,0,0,                    ,41,-30.25
21/01 11:29:13,-23,0,0,                    ,41,-30.25
21/01 11:29:14,-23,0,0,                    ,41,-27.83
21/01 11:29:15,-23,0,0,                    ,41,-27.83
21/01 11:29:16,-34,0,0,                    ,42,-27.83
21/01 11:29:17,-34,0,0,                    ,42,-27.83
21/01 11:29:18,-34,0,0,                    ,43,-41.14
21/01 11:29:19,-34,0,0,                    ,43,-41.14
21/01 11:29:20,-34,0,0,                    ,43,-41.14
21/01 11:29:21,-34,0,0,                    ,43,-41.14
21/01 11:29:22,-23,0,0,                    ,45,-41.14
21/01 11:29:23,-23,0,0,                    ,45,-41.14
21/01 11:29:24,-34,0,0,                    ,46,-27.83
21/01 11:29:25,-34,0,0,                    ,46,-27.83
21/01 11:29:26,-34,0,0,                    ,46,-41.14
21/01 11:29:27,-34,0,0,                    ,46,-41.14
21/01 11:29:28,-34,0,0,                    ,46,-41.14
21/01 11:29:29,-34,0,0,                    ,47,-41.14
21/01 11:29:30,-34,0,0,                    ,47,-41.14
21/01 11:29:31,-34,0,0,                    ,48,-41.14
21/01 11:29:32,-34,0,0,                    ,48,-41.14
21/01 11:29:33,-34,0,0,                    ,48,-41.14
21/01 11:29:34,-34,0,0,                    ,48,-41.14
21/01 11:29:35,-34,0,0,                    ,50,-41.14
21/01 11:29:36,-34,0,0,                    ,50,-41.14
21/01 11:29:37,-34,0,0,                    ,51,-41.14
21/01 11:29:38,-34,0,0,                    ,51,-41.14
21/01 11:29:40,-34,0,0,                    ,51,-41.14
21/01 11:29:41,-34,0,0,                    ,51,-41.14
21/01 11:29:42,-34,0,0,                    ,51,-41.14
21/01 11:29:43,-25,0,0,                    ,53,-41.14
21/01 11:29:44,-25,0,0,                    ,53,-30.25
21/01 11:29:45,-25,0,0,                    ,53,-30.25
21/01 11:29:46,-25,0,0,                    ,53,-30.25
21/01 11:29:47,-23,0,0,                    ,55,-30.25
21/01 11:29:48,-23,0,0,                    ,55,-27.83
21/01 11:29:49,-23,0,0,                    ,56,-27.83
21/01 11:29:50,-23,0,0,                    ,56,-27.83
21/01 11:29:51,-23,0,0,                    ,56,-27.83
21/01 11:29:52,-23,0,0,                    ,56,-27.83
21/01 11:29:53,-23,0,0,                    ,56,-27.83
21/01 11:29:54,-23,0,0,                    ,56,-27.83
21/01 11:29:55,-23,0,0,                    ,58,-27.83
21/01 11:29:56,-23,0,0,                    ,58,-27.83
21/01 11:29:57,-34,0,0,                    ,59,-27.83
21/01 11:29:58,-34,0,0,                    ,59,-27.83
21/01 11:29:59,-34,0,0,                    ,60,-41.14
21/01 11:30:00,-34,0,0,                    ,60,-41.14
21/01 11:30:01,-25,0,0,                    ,61,-41.14
21/01 11:30:02,-25,0,0,                    ,61,-41.14
21/01 11:30:03,-25,0,0,                    ,61,-30.25
21/01 11:30:04,-25,0,0,                    ,61,-30.25
21/01 11:30:05,-25,0,0,                    ,61,-30.25
21/01 11:30:06,-25,0,0,                    ,61,-30.25
21/01 11:30:07,-25,0,0,                    ,61,-30.25
21/01 11:30:08,-34,0,0,                    ,63,-30.25
21/01 11:30:09,-34,0,0,                    ,63,-41.14
21/01 11:30:10,-34,0,0,                    ,63,-41.14
21/01 11:30:11,-34,0,0,                    ,63,-41.14
21/01 11:30:12,-34,0,0,                    ,65,-41.14
21/01 11:30:13,-34,0,0,                    ,65,-41.14
21/01 11:30:14,-23,0,0,                    ,66,-41.14
21/01 11:30:15,-23,0,0,                    ,66,-27.83
21/01 11:30:16,-23,0,0,                    ,66,-27.83
21/01 11:30:17,-23,0,0,                    ,66,-27.83
21/01 11:30:18,-23,0,0,                    ,66,-27.83
21/01 11:30:19,-23,0,0,                    ,66,-27.83
21/01 11:30:20,-23,0,0,                    ,68,-27.83
21/01 11:30:21,-23,0,0,                    ,68,-27.83
21/01 11:30:22,-23,0,0,                    ,69,-27.83
21/01 11:30:23,-23,0,0,                    ,69,-27.83
21/01 11:30:25,-23,0,0,                    ,69,-27.83
21/01 11:30:26,-23,0,0,                    ,69,-27.83
21/01 11:30:27,-33,0,0,                    ,71,-27.83
21/01 11:30:28,-33,0,0,                    ,71,-27.83
21/01 11:30:29,-33,0,0,                    ,71,-39.93
21/01 11:30:30,-33,0,0,                    ,71,-39.93
21/01 11:30:31,-33,0,0,                    ,71,-39.93
21/01 11:30:32,-33,0,0,                    ,71,-39.93
21/01 11:30:33,-36,0,0,                    ,73,-39.93
21/01 11:30:34,-36,0,0,                    ,73,-39.93
21/01 11:30:35,-33,0,0,                    ,74,-43.56
21/01 11:30:36,-33,0,0,                    ,74,-43.56
21/01 11:30:37,-33,0,0,                    ,74,-39.93
21/01 11:30:38,-33,0,0,                    ,74,-39.93
21/01 11:30:39,-36,0,0,                    ,76,-39.93
21/01 11:30:40,-36,0,0,                    ,76,-39.93
21/01 11:30:41,-36,0,0,                    ,76,-43.56
21/01 11:30:42,-36,0,0,                    ,76,-43.56
21/01 11:30:43,-36,0,0,                    ,76,-43.56
21/01 11:30:44,-36,0,0,                    ,76,-43.56
21/01 11:30:45,-36,0,0,                    ,76,-43.56
21/01 11:30:46,-36,0,0,                    ,78,-43.56
21/01 11:30:47,-36,0,0,                    ,78,-43.56
21/01 11:30:48,-33,0,0,                    ,79,-43.56
21/01 11:30:49,-33,0,0,                    ,79,-43.56
21/01 11:30:50,-33,0,0,                    ,79,-39.93
21/01 11:30:51,-33,0,0,                    ,79,-39.93
21/01 11:30:52,-32,0,0,                    ,81,-39.93
21/01 11:30:53,-32,0,0,                    ,81,-39.93
21/01 11:30:54,-32,0,0,                    ,81,-38.72
21/01 11:30:55,-32,0,0,                    ,81,-38.72
21/01 11:30:56,-32,0,0,                    ,81,-38.72
21/01 11:30:57,-32,0,0,                    ,81,-38.72
21/01 11:30:58,-33,0,0,                    ,83,-38.72
21/01 11:30:59,-33,0,0,                    ,83,-38.72
21/01 11:31:00,-33,0,0,                    ,84,-39.93
21/01 11:31:01,-33,0,0,                    ,84,-39.93
21/01 11:31:02,-33,0,0,                    ,84,-39.93
21/01 11:31:03,-33,0,0,                    ,84,-39.93
21/01 11:31:04,-37,0,0,                    ,86,-39.93
21/01 11:31:05,-37,0,0,                    ,86,-39.93
21/01 11:31:06,-37,0,0,                    ,86,-44.77
21/01 11:31:07,-37,0,0,                    ,87,-44.77
21/01 11:31:08,-37,0,0,                    ,87,-44.77
21/01 11:31:09,-37,0,0,                    ,87,-44.77
21/01 11:31:10,-37,0,0,                    ,87,-44.77
21/01 11:31:11,-36,0,0,                    ,89,-44.77
21/01 11:31:12,-36,0,0,                    ,89,-44.77
21/01 11:31:13,-36,0,0,                    ,89,-43.56
21/01 11:31:14,-36,0,0,                    ,89,-43.56
21/01 11:31:15,-36,0,0,                    ,89,-43.56
21/01 11:31:16,-36,0,0,                    ,89,-43.56
21/01 11:31:17,-36,0,0,                    ,91,-43.56
21/01 11:31:18,-36,0,0,                    ,91,-43.56
21/01 11:31:19,-32,0,0,                    ,92,-43.56
21/01 11:31:20,-32,0,0,                    ,92,-43.56
21/01 11:31:21,-32,0,0,                    ,92,-38.72
21/01 11:31:22,-32,0,0,                    ,92,-38.72
21/01 11:31:23,-32,0,0,                    ,92,-38.72
21/01 11:31:24,-33,0,0,                    ,94,-38.72
21/01 11:31:25,-33,0,0,                    ,94,-39.93
21/01 11:31:26,-33,0,0,                    ,94,-39.93
21/01 11:31:27,-33,0,0,                    ,94,-39.93
21/01 11:31:28,-33,0,0,                    ,94,-39.93
21/01 11:31:30,-33,0,0,                    ,94,-39.93
21/01 11:31:31,-32,0,0,                    ,97,-39.93
21/01 11:31:32,-32,0,0,                    ,97,-39.93
21/01 11:31:33,-32,0,0,                    ,97,-38.72
21/01 11:31:34,-32,0,0,                    ,97,-38.72
21/01 11:31:35,-36,0,0,                    ,98,-38.72
21/01 11:31:36,-36,0,0,                    ,98,-38.72
21/01 11:31:37,-36,0,0,                    ,99,-43.56
21/01 11:31:39,-36,0,0,                    ,99,-43.56
21/01 11:31:40,-36,0,0,                    ,99,-43.56
21/01 11:31:41,-36,0,0,                    ,99,-43.56
21/01 11:31:42,-36,0,0,                    ,99,-43.56
21/01 11:31:43,-32,0,0,                    ,101,-43.56
21/01 11:31:44,-32,0,0,                    ,101,-38.72
